age_rating,Count of title for movie,Count of title for movie 2,Count of title for tv,description,genre,Sum of running_time,title,type,Sum of year
U/A 13+,1,1,,"Shambu is a famous sculptor. After his wife's death, he lives the life of a loner till he meets Durga, and his life takes a turn.",Drama,114,Rajashilpi,movie,1992
U/A 13+,1,1,,"Shan and Vinu meet David Abraham, a suspended cop. When they tell him about their lives, David offers help and comes up with some alarming facts.",Thriller,128,7th Day,movie,2014
U/A 13+,1,1,,"Shang-Chi, a martial arts master, must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.",Superhero,132,Shang-Chi and The Legend of The Ten Rings,movie,2021
U/A 13+,1,1,,"Shankar Gawde a faithful aide of Forest Minister Prakash Jadhav is blinded by his devotion. However, his world shatters when Jadhav frames him for a crime.",Drama,104,Vijay Aso,movie,2012
U/A 13+,1,1,,"Shantamma, hailing from a poor family, becomes Lekha, a successful actress. Her suicide at the peak of her career opens a can of worms about the film industry.",Biopic,120,Lekhayude Maranam Oru Flashback,movie,1983
U/A 13+,1,1,,Shanti is shattered when her lover is killed by Naxals trying to kill a police officer. She demands justice and launches a legal battle. Who'll win?,Drama,121,Pothe Poni,movie,2006
U/A 13+,,,1,"Shanti sacrificed a lot to become a perfect wife, mother and daughter-in-law, only to be disrespected in return. Will she ever get to live on her own terms?",Drama,,Shanti,tv,2022
U/A 13+,,,1,Shappile Kariyum Naavile Ruchiyum is a Malayalam cookery show on Asianet Plus. Anchor Kishore travels to different toddy shops across Kerala and introduces their local cuisine. Watch all the latest episodes of Shappile Kariyum Naavile Ruchiyum on Hotstar.,Lifestyle,,Shappile Kariyum Naavile Ruchiyum,tv,2017
U/A 13+,,,1,"Shashank, a scholar from a middle-class joint family, meets free-spirited and sophisticated Apurva. What will happen when these two opposites collide?",Family,,Thipkyanchi Rangoli,tv,2023
U/A 13+,,,1,"Shaurya is a prince brought up in a forest, unaware of his royal roots. His fight and struggle for his kingdom intertwines with his lady love, Princess Suhani.",Drama,,Shaurya Aur Suhani,tv,2017
U/A 13+,1,1,,"She finds her perfection in her imperfections, her beauty in her flaws. With everyone watching her all the time, watch how Vanika conquers it all!",Drama,7,Before You Judge Me,movie,2021
U/A 13+,,,1,She is the epitome of mercy and bravery. She is a crusader for justice who always questions what is not right. She is like no other. She is Daya.,Drama,,Daya,tv,2021
U/A 13+,,,1,"She’s dreamy-eyed, he’s childlike! Circumstances force Bhumi to marry Akash, who suffers from age regression. In a marriage of convenience, will she find love?",Drama,,Shubh Vivah,tv,2022
U/A 13+,1,1,,Shekar secretly takes acting lessons and falls in love with his classmate without letting his strict father know about it. But what happens when he finds out?,Drama,98,Rudra Naari,movie,1998
U/A 13+,1,1,,"Shekharan has occupied Karthikeyan's family home for years. To get back his property, Karthikeyan kidnaps his daughter and his life changes forever.",Drama,168,Ravanaprabhu,movie,2001
U/A 13+,,,1,"Sher Singh, a powerful man for the society only worships his mother, Bhanwari Devi. However, his priorities change when the soft-spoken Shraddha enters his life.",Drama,,Piya Rangrezz,tv,2015
U/A 13+,1,1,,Shiva and Indu are teenagers who fall in love. Her parents then ask her to read a book called Pathinaaru to change her mind. What will Shiva do now?,Romance,106,Pathinaaru,movie,2011
U/A 13+,1,1,,Shiva is an angry young man who gets into fights to protect the innocent. He somehow becomes the target of two deadly gangsters. Will he escape their clutches?,Action,127,Roudram,movie,2012
U/A 13+,1,1,,Shiva leads a carefree life till he meets Charulatha. He is surprised when she gets into his car one day and asks him to drive her to Mumbai! Will he help her?,Romance,145,Aawara (Paiyaa),movie,2010
U/A 13+,1,1,,"Shivan loses his legs in a fight with local goon Aandavan. He decides to take revenge when Aandavan kills his dearest friend, Shekharan.",Action,100,Panchajanyam,movie,2004
U/A 13+,1,1,,"Shivankutty, a lineman, is in love with Parvathy. Her mother agrees to their marriage, but things change when her father, who deserted them years ago, returns.",Drama,131,Parvathy Parinayam,movie,1995
U/A 13+,,,1,"Shobha is shattered when her politician-husband is caught in a scandal. As she rediscovers her life, she finds an unlikely friend in her boss, Vikram.",Romance,,Ajeeb Dastaan Hai Yeh,tv,2014
U/A 13+,1,1,,"Shobhana belongs to an upper middle-class family, who has to spend time in a government college. But things change when she falls in love with Muthu.",Romance,133,Kalasala,movie,2009
U/A 13+,1,1,,"Shobhana, an innocent girl, works as a maid at a men's lodge but gets raped. When she becomes pregnant, she sets out to find the culprit.",Thriller,136,Chemparathy,movie,1972
U/A 13+,,,1,"SHOW ON BREAK- NEXT EPISODE ON 20TH FEB. Follow the Alaskan adventures of the Tobin family, a single dad Beef tries to keep his kids close.",Comedy,,The Great North,tv,2021
U/A 13+,,,1,"SHOW ON BREAK- NEXT EPISODE ON 20TH FEB. Homer Simpson is not a typical family man. As a nuclear-plant employee, he does his best to lead his family but often finds that they are leading him.",Comedy,,The Simpsons,tv,1989
U/A 13+,,,1,"SHOW ON BREAK- NEXT EPISODE ON 20TH FEB. The series follows Bob Belcher, a third-generation restaurateur, and his ever-quirky family, who together run the restaurant Bob’s Burgers.",Animation,,Bob's Burgers,tv,2021
U/A 13+,,,1,"SHOW ON BREAK- NEXT EPISODE ON 7TH MAR. 9-1-1 is a fast-paced exploration into the lives and careers of first responders – cops, paramedics, firefighters.",Drama,,09-01-2001,tv,2018
U/A 13+,,,1,"SHOW ON BREAK- NEXT EPISODE ON 9TH FEB. A workplace comedy following a group of dedicated, passionate teachers and a slightly tone-deaf principal as they navigate the Philadelphia public school system.",Comedy,,Abbott Elementary,tv,2022
U/A 13+,,,1,"Shraddha and Anjali are millennial sisters living with their 75-year-old kids, the grandparents to care for. How will this quirky family strike a balance?",Family,,Dadi Amma.. Dadi Amma Maan Jaao!,tv,2020
U/A 13+,,,1,"Shree is given away to a washerwoman as she is deemed unlucky. 18 years later, she is brought back to her royal family. But life is not a bed of roses for her.",Family,,Shree,tv,2018
U/A 13+,1,1,,"Shreya and Omm fall head over heels in love with each other. Problems arise when Shreya’s mother opposes the relationship, but the duo dares to battle all odds.",Drama,115,Aau Gote Love Story,movie,2021
U/A 13+,1,1,,"Shriram, a carefree man, is the bane of his father's existence. However, a deadly secret involving his brother forces him to take a dreadful blame on himself.",Romance,144,Aahaa,movie,1997
U/A 13+,1,1,,"Shunned by his family, Vijay is saved by a rich man. During communal riots, Vijay takes law into his hands and gets a death sentence. How will he save himself?",Action,122,Parodi,movie,2007
U/A 13+,1,1,,"Shwetha is a film artiste. Bharath joins as her manager. Soon, she finds herself getting attracted to him.",Romance,122,Shwetha I Love You,movie,2008
U/A 13+,1,1,,"Siblings Deepthi and Ravi are separated after their parents' divorce. After many years, Deepthi decides to go in search of her brother.",Family,120,Sindoora Sandhyakku Mounam,movie,1982
U/A 13+,1,1,,"Siddha and IAS officer Charandas face corruption charges at their workplace. When they realise the impact of dishonesty in the system, they decide to fight it.",Drama,126,Agraja,movie,2014
U/A 13+,1,1,,"Siddharth and Avni’s life changes when they move into his ancestral home. In this maze of superstitions, how will they find their way?",Comedy,148,Bhool Bhulaiyaa,movie,2007
U/A 13+,1,1,,Siddharth and Trisha's happy married life takes a hit when they discover they are pregnant. Parenthood or splitsville - what is the way for them?,Comedy,135,Shaadi Ke Side Effects,movie,2014
U/A 13+,1,1,,"Sidharth falls in love with Sitara, an aspiring national athlete. Much to his shock, he finds out that her father wants her to marry someone from his dark past.",Action,150,Vetriveeran,movie,2017
U/A 13+,1,1,,"Sidharth has anger-management issues. One scary night, his short temper just may land him and his wife in serious trouble.",Thriller,110,Kali,movie,2016
U/A 13+,1,1,,"Sidlingu's passion for cars takes him to Srirangapatna, where he desires to purchase a vintage car. Mangala, a school teacher, helps him fulfil his dream.",Romance,132,Sidllingu,movie,2012
U/A 13+,1,1,,"Silence has its voice! When the devils of nothingness conquer a man’s mind, he gets pushed to his personal extreme. And all hell breaks loose.""",Drama,16,Avtar,movie,2020
U/A 13+,1,1,,"Silver-voiced teenager, Stargirl, moves from Mica, Arizona to L.A. and becomes involved with two brothers, a cranky neighbour and a musician.",Drama,102,Hollywood Stargirl,movie,2022
U/A 13+,1,1,,"Simhadri is a messiah who saves and protects the poor. While he holds his father responsible for his mother's death, he soon learns a shocking truth about it.",Drama,107,Veera Simha,movie,2006
U/A 13+,,,1,"Simple and sweet Laxmi is in love with the rich Arjun Agnihotri and dreams of marrying him. Only problem, she has never met him. Will her dream come true?",Romance,,Main Laxmi Tere Aangan Ki,tv,2017
U/A 13+,1,1,,Simple Dampya gets addicted to gambling and betting when his friend Namya tells him how to make easy money. How far will his addiction take him?,Comedy,110,Yere Yere Paisa,movie,2012
U/A 13+,1,1,,Singer Dev and TV reporter Paaru are attacked and separated from each other in a village known for honour killings. Will the two lovers find each other again?,Romance,139,Paaru W/o Devadas,movie,2014
U/A 13+,1,1,,"Singer Raphael falls ill and gets admitted to a five-star hospital. While he witnesses unethical practices there, he is shocked to learn that he was adopted.",Drama,127,Five Star Hospital,movie,1997
U/A 13+,1,1,,"Singer-songwriter Olivia Rodrigo takes a familiar road trip from Salt Lake City, where she began writing her debut album “SOUR,” to Los Angeles.",Documentary,1,Olivia Rodrigo: driving home 2 u,movie,2022
U/A 13+,1,1,,"Single mother Meera is a beautiful young woman living in Sydney. However, when she falls in love with an Australian man, Will, it is not just scandalous, it is Un-Indian!",Romance,104,UnIndian,movie,2015
U/A 13+,1,1,,Single parents Meera and Akash fall in love and decide to get married. But are their respective children prepared for it?,Romance,110,& Jara Hatke,movie,2016
U/A 13+,1,1,,"Siriyala and his wife get a child after many prayers, but problems arise when Lord Shiva and Parvati ask him to choose between devotion and love for his child.",Mythology,141,Mahabhakta Siriyala,movie,2013
U/A 13+,1,1,,Sister Achamma's decision to give up nunhood does not go down well with the church authorities. Will they ever understand her dilemma behind her decision?,Drama,136,Oru Sankeerthanam Pole,movie,1997
U/A 13+,,,1,"Sisters Amrit and Nimrit are best friends and share a strong bond. However, fate turns them into sworn enemies.",Drama,,Bairi Behna,tv,2016
U/A 13+,1,1,,"Sisters Durga and Shanti are wronged by their uncle, Rao, and decide to seek revenge. But how far will Durga go to destroy her uncle?",Drama,136,Pelleedu Pillalu,movie,1982
U/A 13+,,,1,Sisters Maanvi and Jeevika can go to any lengths for each other. Follow the sisters’ journey as they stand by each other and find their soulmates.,Family,,Ek Hazaaron Mein Meri Behna Hai,tv,2011
U/A 13+,,,1,Sit back and enjoy compilations of famous comedy scenes from Kannada movies.,Comedy,,Comedy Comedy,tv,2016
U/A 13+,1,1,,"Sitaram, an honest police officer, takes on the corrupt brothel owner of his town. But he has to face numerous hurdles.",Action,142,Barood,movie,2004
U/A 13+,1,1,,"Siva, an aspiring actor falls in love with Dr. Kavya who is already engaged. Far from giving up, he decides to go all out to win his lady love's heart.",Romance,145,Remo,movie,2016
U/A 13+,1,1,,"Sivadas Swamigal runs a drama troupe in which Kaliappa and Gomathi are his disciples. While they have a strong bond, constant rivalry separates them.",Drama,141,Prathinayakan,movie,2014
U/A 13+,1,1,,"Sivaji reunites with his daughter who was missing for two decades. On learning that she was kidnapped by his lookalike, Sivaji decides to bring him to book.",Action,103,Gayatri,movie,2018
U/A 13+,1,1,,"Sivakumar's family were master weavers, but their heritage sank without a trace. The happy-go-lucky man finds a purpose and vows to revive his lost legacy.",Family,137,Sivakumarin Sabadham,movie,2021
U/A 13+,1,1,,"Sivarajan fights to get justice for his daughter, who was raped and murdered. However, when law turns its back on him, he finds another way to seek revenge.",Drama,125,Ithi Oka Vairam,movie,2010
U/A 13+,1,1,,Six couples explore different facets of their marital bond and realise that misunderstandings and lack of communication are ruining their relationships.,Drama,99,Poppins,movie,2012
