cast,country,Year,Quarter,Month,Day,description,director,duration,listed_in,rating,Sum of release_year,show_id,title,type
"Dhanush, Kajol, Amala Paul, Samuthirakani","",,,,,"A cool-headed crusader for the struggling engineers, Dhanush (as Raghuvaran) faces the powerful and arrogant owner of a construction company Kajol (as Vasundhara Parameswaran), as they engage in a battle to win the corporate game.",Soundarya Rajnikanth,120 min,"Drama, International",ALL,2017,s5239,Velaiilla Pattadhari 2,Movie
"Dhanush, Lal, Rajisha Vijayan, Yogibabu Nataraja Subramanian",India,,,,,"In 1990s, young man named Karnan in a remote village Tamil Nadu. The shadows and darkness of poverty linger in Karnan’s home where he lives humbly with his mother, father and elder sister. His friend and partner in crime in the village is his grandfather, an old widower, Yeman. It is his sister and Yeman who always stand with Karnan and his glorious dreams. Karnan dreams of joining the Military.",Mari Selvaraj,157 min,"Action, Drama",13+,2021,s5113,Karnan,Movie
"Dhanush, Manju Warrier, Ken Karunas, Teejay Arunasalam, Pasupathy, Prakash Raj, Ammu Abirami, Balaji Sakthivel",India,,,,,"The son of a farmer from an underprivileged caste kills a rich, upper caste landlord. Will the farmer, a loving father and a pacifist by heart, be able to save his hot-blooded son is the rest of the story.",Vetrimaaran,139 min,"Action, Drama, International",18+,2019,s3921,Asuran,Movie
"Dhanush, Megha Akash, Sasikumar",India,,,,,A college student gets dragged into chaos when he falls in love with a girl. What starts as a whirlwind romance pulls the protagonist into controversies that changes the course of his life.,Gautham Menon,151 min,"Action, Suspense",16+,2019,s2554,Enai Noki Paayum Thota,Movie
"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish","",,,,,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire ?,R.S Durai Senthilkumar,140 min,"Action, Drama",ALL,2020,s2673,Dhruva,Movie
"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish","",,,,,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire ?,R.S Durai Senthilkumar,140 min,"Action, Drama",ALL,2020,s3356,Adimurai,Movie
"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish","",,,,,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire?,R.S Durai Senthilkumar,140 min,"Action, Drama",ALL,2020,s1364,Pattas (Tamil),Movie
"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish","",,,,,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire?,R.S Durai Senthilkumar,140 min,"Action, Drama",ALL,2020,s1830,Local Boy,Movie
"Dharmendra, Hema Malini, Parveen Babi, Pradeep Kumar, Vijayendra Ghatge, Ajit, Veena","",,,,,"Razia Sultan, the first female ruler of the Delhi Sultanate, lands in trouble and loses her kingdom when she falls in love with Jamal-ud-Din Yakut, an Abyssinian slave.",Kamal Amrohi,151 min,Drama,13+,1983,s5793,Razia Sultan,Movie
"Dhritiman Chatterjee, Subhasish Mukhopadhyay, Eduardo Munniz","Brazil, United States, India",,,,,"A world of myths, superpowers, and science - and Prof Shanku! Catch India's first science-fiction, with some ""Ray"" magic.",Sandip Ray,92 min,"Action, Adventure, Science Fiction",13+,2020,s1252,Professor Shanku O El Dorado,Movie
"Dhruv Vikram, Banita Sandhu, Priya Anand, Anbu",India,,,,,Adithya Varma a short tempered house surgeon gets into a self-destructive phase addicting to drugs and alcohol when his girlfriend is forced to marry another person.,Gireesaaya,165 min,"Drama, International",18+,2019,s4621,Adithya Varma,Movie
"Dhruv Vikram, Megha Chowdhury, Easwari Rao, Raiza Wilson, Sandra Amy","",,,,,"Varmaa, who has a hard time dealing with his aggressive nature, falls for Megha. However, her family's opposition to their alliance pushes him to become addicted to drugs and alcohol.",Bala,110 min,Romance,18+,2020,s7878,Varmaa,Movie
"Dhruva Sarja, Rashmika Mandanna, Sampath Raj, Dhananjay, Chikkanna","",,,,,"Shiva, a local Ruffian is unstoppable in his path as he had garnered the support and affection of the general public by fighting against the injustice that comes their way.",Nandha kishor,151 min,"Action, Drama",13+,2021,s8009,Sema Thimiru,Movie
"Dhruvva, Venba, Charle, Kalpana, Deepa Nethran","",,,,,"When a 17-year-old schoolgirl falls in love with a 25-year-old IT engineer, both the families interfere in their relationship with their morals.",Dwarakh Raja,127 min,Romance,13+,2017,s7728,Kadhal Kasakuthaiya,Movie
"Diamond Dallas Page, Steve Austin, Chris Jericho, Jake ""The Snake"" Roberts, Steve Yu, Robert McLearren, Cody Rhodes, Kimberly Ross, Craig Aaron","",,,,,Diamond Dallas Page's journey to save his wrestling career transforms into a lifelong passion for helping others achieve their true potential.,Nathan Mowery,63 min,Documentary,16+,2020,s1184,Relentless,Movie
"Diana Hopper, Nicole Maines, James Paxton","",,,,,"Laurel moves to LA and falls in with a gang of vampires. Not knowing if they want to kill her, befriend her or turn her, she learns to understand the love and dangers of her new and first group of friends.",Brad Michael Elmore,94 min,Horror,18+,2020,s7676,Bit,Movie
"Diana Lovell, Erik Grey, Sean Nelson, Reggie Peters, Roy Williams Jr.","",,,,,"Shawn Dickerson, a street guy is accused of killing Brenda Sawyer, an overzealous Assistant D.A. name Ballard, who is willing to do whatever she has to do to make District Attorney, even if it means bending the rules.",James Hunter,73 min,"Action, Drama, Suspense",16+,2021,s9294,The Breaking Point,Movie
"Diana Prince, Marshal Hilton","",,,,,"A nomadic serial killer known as Bunnyman, returns home to find his family running a haunted house attraction. The family welcomes him home, but soon realizes you can not domesticate a wild animal. Death and mayhem ensue as the family turn on one another.",carl lindbergh,107 min,Horror,18+,2017,s4598,Bunnyman Vengeance,Movie
"Diana Rigg, Billy Barty, Sarah Patterson, Nicola Stapleton","",,,,,"The ageless tale of a beautiful young princess whose jealous step- mother orders her killed so that she will be ""the fairest in the land."" When the henchman takes pity on her, he takes her to the house of the seven dwarves.",Michael Berz,85 min,"Arts, Entertainment, and Culture, Kids, Science Fiction",G,1987,s9631,SNOW WHITE,Movie
"Diana Silvers, Kristine Froseth, Jacqueline Bisset","",,,,,"Kate is an aspiring ballerina who is given a scholarship to attend a prestigious ballet school in Paris. Upon arrival her confidence is tested by a fellow dancer, Marine who recently lost her brother. While confrontational at first, their relationship evolves into an emotionally charged, competitive union beset by lies and sexual awakening as they risk it all to join the Opéra national de Paris.",Sarah Adina Smith,113 min,"Drama, Young Adult Audience",16+,2021,s8868,Birds of Paradise,Movie
"Diana Torres, Yutaka Takeuchi, Rodrigo Clark, Kaya Aguirre","",,,,,"Juana, a working-class, single mother, decides to take a job at a local Japanese restaurant. Against all odds, she fights to achieve her dream of becoming a sushi chef. Official Selection of CAAMFest, Heartland Film Festival, Napa Valley Film Festival",Anthony Lucero,106 min,"Comedy, Drama",PG,2015,s2590,East Side Sushi,Movie
"Diana Vreeland, Lauren Bacall, Diana Von Furstenberg, Marisa Berenson, Manolo Blahnik, Anjelica Huston, Carolina Herrera, Calvin Klein, Dick Cavett, Truman Capote","",,,,,"A look at the life and work of the influential fashion editor of Harpers Bazaar, Diana Vreeland.","Lisa Immordino Vreeland, Bent-Jorgen Perlmutt, Frédéric Tcheng",86 min,"Documentary, Special Interest",PG-13,2012,s2670,Diana Vreeland: The Eye Has To Travel,Movie
"Diane Keaton, Jessica Lange, Sissy Spacek, Sam Shepard, Tess Harper, David Carpenter, Hurd Hatfield, Beeson Carroll, Jean Willard, Tom Mason, Gregory Eugene Travis, Annie McKnight, Eleanor Eagle, Jessica Ezzell, Natalie Anderson","",,,,,"Three sisters with quite different personalities and lives reunite when the youngest of them, Babe, has just shot her husband. The oldest sister, Lenny, takes care of their grandfather and is turning into an old maid, while Meg, who tries to make it in Hollywood as a singer/actress, has had a wild life filled with many men. Their reunion causes much joy, but also many tensions.",Bruce Beresford,105 min,"Comedy, Drama",PG-13,1987,s7675,Crimes of the Heart,Movie
"Diane Keaton, Katie Holmes, Queen Latifah, Ted Danson","",,,,,"Deep inside the most secure bank in America, three desperate women from very different worlds cook up the most unlikely heist of the century: Smuggle out millions of dollars in worn-out currency headed for a Federal Reserve shredder every day.",Callie Khouri,104 min,"Action, Comedy, Suspense",PG-13,2008,s3822,Mad Money,Movie
"Diane Keaton, Michael Douglas","",,,,,A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,Rob Reiner,94 min,"Comedy, Drama",PG-13,2014,s3264,And So It Goes,Movie
"Diane Keaton, Tom Everett Scott, Alexa Davalos, Lauren German, Josh Hopkins, Chris Pine, Peter Riegert, Leonard Stone, Race Owen","",,,,,"When her daughter Sara (Davalos) unexpectedly passes away, Natalie (Keaton) retreats to the summer home where she and Sara used to visit. Time with her best friends and some of Sara's friends help her deal with her loss.",Charles McDougall,87 min,Drama,13+,2006,s8085,"Surrender, Dorothy",Movie
Diane Kochilas,"",,,,,"This season its Greece's coastal areas and islands. Mykonos shares its agrarian secrets. Tinos, we visit a marble sculptor and make pasteli. Paros is about sustainable farming. Naxos, its amazing meat and potatoes. Chios, its seductive mastiha and fig liqueur. Messinia, I visit a friend's villa and meet up with an ultra marathoner. The Athenian Riviera is all about international Greek food.","",1 Season,Special Interest,TV-G,2020,s6054,My Greek Table with Diane Kochilas,TV Show
"Diane Kruger, Demián Bichir, Thomas M. Wright, Ted Levine, Matthew Lillard, Emily Rios, Annabeth Gish, Johnny Dowers, Ramón Franco","",2021,Qtr 2,June,25,"Marco Ruiz is a homicide investigator for the state of Chihuahua, Mexico living in Ciudad Juarez. A family man, Marco is one of the last good men in a corrupt and apathetic police force that is out-gunned by the powerful drug cartels. When a body is dumped on the bridge that spans the El Paso-Ciudad Juarez border, Ruiz is forced to work with his American counterpart, Detective Sonya Cross.","",2 Seasons,"Drama, Suspense",TV-MA,2014,s6076,The Bridge,TV Show
"Diane Kruger, Djimon Hounsou, Benoît Magimel","",,,,,A French journalist in Afghanistan is kidnapped by the Taliban.,Stéphane Rybojad,109 min,"Action, Drama",R,2013,s929,Special Forces,Movie
"Dick Gregory, Charles Ogletree, Mae Louise Miller, George Wilson","",,,,,"The Cotton Pickin' Truth... Still On The Plantation is a documentary film that calls for the re-writing of American history as we know it. The film uncovers modern-day slavery in the Mississippi Delta in 2009. As a result of the film's exposure to many dedicated Mississippians, the state of Mississippi ratified the 13th amendment in totality in February of 2013.",Timothy A. Smith,94 min,Documentary,18+,2020,s712,The Cotton Pickin Truth Still On The Plantation,Movie
"Dick Miller, Barboura Morris, Antony Carbone, Bert Convey","",,,,,"A dim-witted busboy, Walter Paisley (Dick Miller) at a beatnik cafe finds acclaim as an artist for a plaster-covered dead cat that is mistaken as a skillful statuette. The desire for more praise soon leads to an increasingly deadly series of works.",Roger Corman,65 min,"Comedy, Drama",13+,1959,s7054,A Bucket Of Blood,Movie
"Dick Miller, Barboura Morris, Antony Carbone, Julian Burton, Ed Nelson, John Brinkley, John Shaner, Judy Bamber","",,,,,"Café busboy Walter ventures into the world of sculpting with a small statue called ""Dead Cat."" Unfortunately, ""Dead Cat"" is followed by ""Murdered Man."" By the time we reach Walter's interest in the female form...well, you get the picture.",Roger Corman,65 min,"Comedy, Horror",7+,1959,s9270,A Bucket Of Blood,Movie
"Dick Van Dyke, Mary Tyler Moore, Carl Reiner, Larry Mathews","",,,,,"Rob Petrie is the head writer for the television sketch comedy, the Alan Brady Show. Rob must balance his New York City work life with his New Rochelle home life that includes his wife, Laura, and their son, Ritchie. Although content in her roles as housewife and mother, on occasion, Laura aspires to return to her former life as a dancer.","",1 Season,"Comedy, Kids",TV-G,1963,s692,The Dick Van Dyke Show,TV Show
"Dick Van Dyke, Pippa Scott, Tom Poston, Edward Everett Horton, Bob Elliott, Ray Goulding, Bob Newhart","",,,,,"Dick Van Dyke stars as Clayton Brooks, minister in a small Iowa town, who takes up the challenge presented by an ad exec (Bob Newhart) for a tobacco company: any city or town in America that can give up smoking for 30 days gets $25 million dollars.",Norman Lear,102 min,Comedy,PG-13,1971,s9345,Cold Turkey,Movie
"DICK VOSBURGH, RONNIE STEVENS, LIBBY MORRIS, MURRAY KASH, YSANNE CHURCHMAN","",,,,,"This is Earth, 2100AD - and these are the adventures of cult hit Space Patrol! Join Galasphere 347 and its intrepid crew on their voyages around the solar system: heroic Captain Dart, elfin Slim, sausage-mad Husky, Irish genius Professor Haggerty, mad Martian parrot Gabbler - and, keeping them all on a tight rein, Colonel Raeburn and his super-efficient secretary, Marla!","",4 Seasons,TV Shows,13+,2018,s9665,Planet Patrol,TV Show
"Diego Abatantuono, Fabio De Luigi, Pierfrancesco Favino, Sabrina Ferilli, Luciana Littizzetto, Valerio Mastandrea, Carlo Cracco",Italy,,,,,"The rules of Dinner Club: you have to love food, good company and traveling. Carlo Cracco will undertake six trips across Italy to rediscover its most authentic cuisine. With him six famous actors: one for each destination. His challenge on the way back? He will have to teach each of them how to cook a perfect dinner. Here good food will tell six stories: those of their travel, and life.","",1 Season,"Adventure, Comedy, Unscripted",TV-G,2021,s8747,Dinner Club,TV Show
"Diego Alfaro, Gabriela Cámara, Paco Ayala, Luis Gerardo Mendez, Pablo Iceman, Lala Noguera, Jesús Cabrera, Mauricio Barrientos ""Diablito"", Arturo Rojas, Annie Rose, Ricardo Sandoval, Carlos ""Diablito"" Esparza, Karla Fiesco, Danny Tellez, Sheila Zenteno, Luis Franklin, Alex Garrido","",,,,,"Mexico is one of the richest countries in natural resources and with 6 appellations of origin it shows that not only its food is unique, but also its spirits. The Ultimate Mixologist is the first competition reality show in search for the best Mixologist in our country and also a tribute to its great cocktails ¡Salud!","",1 Season,"Special Interest, Unscripted",TV-MA,2021,s4924,The Ultimate Mixologist,TV Show
"Diego Germini, Irene Vetere, Jacopo Olmo Antinori, Salvatore Esposito, Francesco Siciliano, Aldo Vinci, Angelica Granato Renzi, Cristian Sciuva, Massimiliano Gallo, Gianluca Di Gennaro, Fedez","",,,,,"Rome, a city where a clear line divides the rich from the poor, the famous and the obscure, the downtown and the suburbs: Alex, Gaia and Marco dream with escaping a future that seems so clearly already designed for them. Life in the streets, daily work, poverty, petty drug dealings, and a dream: hip-hop. Suddenly, for Alex the dream becomes true, he becomes a star, but reality bites.",Cosimo Alemà,103 min,"Arts, Entertainment, and Culture, Drama",18+,2016,s6360,ZETA,Movie
"Dileepan, Anjali, Sampath Raj, Jayaprakash, Saranya Ponvannan","",,,,,"Sakthi is an autorickshaw driver, who is in love with his neighbour, Leena. His life changes when he runs into three dangerous criminals who want him dead.",P.Kinslin,136 min,"Action, Romance",ALL,2013,s6472,Vathikuchi,Movie
