country,Sum of budget,genre,language,r date,Sum of revenue,Sum of score,title
AU,198000000,"Family, Mystery, Animation, Comedy", English,2012-06-27 00:00:00,504812775.4,79,Scooby-Doo! Legend of the Phantosaur
AU,198000000,"Family, Mystery, Animation, Comedy, Action, Fantasy", English,2009-04-07 00:00:00,504812775.4,79,Scooby-Doo! and the Samurai Sword
AU,197000000,"Drama, Romance", English,2013-05-30 00:00:00,380173619,148,The Great Gatsby
US,197000000,"Drama, Romance", English,1974-03-27 00:00:00,380173619,126,The Great Gatsby
US,196400000,"Animation, Family, Fantasy", English,2000-10-31 00:00:00,564327422.8,54,Casper's Haunted Christmas
US,196200000,"Thriller, Romance", English,2001-04-22 00:00:00,428915824,71,Attraction
US,195600000,"Adventure, Family", English,2022-01-21 00:00:00,580316476.8,53,The Tiger Rising
US,195200000,"Horror, Fantasy, Drama, Mystery", English,2017-04-27 00:00:00,1016114293,63,Stephanie
AU,195000000,"Action, Science Fiction, Adventure", English,2011-06-29 00:00:00,1123794079,62,Transformers: Dark of the Moon
AU,195000000,"Fantasy, Action, Adventure, Family", English,2013-03-21 00:00:00,197687603,58,Jack the Giant Slayer
ID,195000000,Horror, English,2023-04-06 00:00:00,175269998.8,0,Kutukan Cakar Monyet
ID,195000000,Horror, English,2023-04-06 00:00:00,175269998.8,0,Pelet Tali Pocong
JP,195000000,Horror, Japanese,2023-04-07 00:00:00,175269998.8,0,Honto ni Atta! Noroi no Video 101
KH,195000000,Horror, Central Khmer,2023-04-06 00:00:00,175269998.8,0,The Ritual: Black Nun
US,195000000,Horror, English,2023-03-31 00:00:00,175269998.8,0,Malum
US,194000000,"Animation, Comedy, Adventure, Family", English,2011-11-15 00:00:00,531710348.6,71,Dragons: Gift of the Night Fury
IN,193940000,Crime, Bengali,2023-04-07 00:00:00,178359863,0,Mayaa
US,193740000,"Action, Mystery, Thriller", English,1998-08-01 00:00:00,553192221.4,59,The Substitute 2: School's Out
TR,193540000,"Comedy, Drama", Turkish,2023-04-07 00:00:00,175269998.8,0,Mitat
US,193540000,"Comedy, Drama", English,2023-04-07 00:00:00,175269998.8,0,Paint
JP,193400000,"Animation, Drama, History", Japanese,2014-02-08 00:00:00,239293565,76,Buddha 2: The Endless Journey
KR,192400000,"Action, Thriller, Crime", Korean,2017-02-09 00:00:00,717762740.2,78,Fabricated City
JP,192000000,"Animation, Action, Adventure, Drama, Mystery", Japanese,2021-02-11 00:00:00,373401570,56,Princess Principal Crown Handler: Chapter 1
US,190800000,"Drama, Horror", English,2004-01-30 00:00:00,558458343.4,64,Ginger Snaps 2: Unleashed
IT,190740000,"Horror, Mystery", Italian,2021-07-14 00:00:00,365321906,59,A Classic Horror Story
JP,190400000,"Animation, Drama, Romance, Comedy", Japanese,2022-03-04 00:00:00,1220832375,59,Blue Thermal
AU,190000000,"Action, Adventure, Science Fiction", English,1990-12-06 00:00:00,473255918,146,Total Recall
AU,190000000,"Action, Adventure, Science Fiction", English,2013-05-09 00:00:00,467381584,73,Star Trek Into Darkness
AU,190000000,"Action, Drama, Horror, Science Fiction, Thriller", English,2013-06-20 00:00:00,531861650,68,World War Z
AU,190000000,"Action, Science Fiction, Adventure", English,2013-07-11 00:00:00,411002906,69,Pacific Rim
AU,190000000,"Action, Science Fiction, Thriller", English,2012-09-06 00:00:00,473255918,120,Total Recall
AU,190000000,"Action, Thriller, Crime", English,2015-04-02 00:00:00,1514553486,72,Furious 7
AU,190000000,"Science Fiction, Action, Adventure", English,2021-12-26 00:00:00,159197755,65,The Matrix Resurrections
US,190000000,"Animation, Action, Family, Comedy, Science Fiction", English,2022-05-24 00:00:00,382903175.2,71,Sonic Drone Home
US,190000000,"Animation, Comedy, Family, Horror", English,2006-10-25 00:00:00,570819096.4,62,Mater and the Ghostlight
IN,189600000,"Drama, Action", Tamil,2023-04-07 00:00:00,178359863,0,Munthiri Kaadu
AU,189400000,"Science Fiction, Thriller, Horror, Mystery", English,2022-10-07 00:00:00,255795871.4,61,Significant Other
AU,189000000,"Animation, Comedy, Family, Adventure", English,2019-10-10 00:00:00,956517298,82,Bilby
JP,189000000,"Animation, Comedy, Romance", Japanese,2022-06-10 00:00:00,1168749675,86,Teasing Master Takagi-san: The Movie
US,188860000,"Animation, Adventure, Family, Comedy, TV Movie", English,2020-06-30 00:00:00,365241983.2,78,We Bare Bears: The Movie
US,187740000,"Thriller, Crime", English,2019-11-15 00:00:00,445444963.2,59,Line of Duty
AU,187500000,"Adventure, Animation, Family", English,2016-01-01 00:00:00,333771037,68,The Good Dinosaur
AU,187500000,"Thriller, Drama, Adventure", English,2022-10-01 00:00:00,467877181.4,66,Survive
GB,187200000,"Action, Comedy, Mystery", English,2016-10-07 00:00:00,295523878,57,War on Everyone
HK,187000000,Crime, Cantonese,1996-05-24 00:00:00,873913042,85,The Six Devil Women
US,187000000,"Drama, Thriller"," Spanish, Castilian",2020-08-28 00:00:00,549685989,76,Pacto de Fuga
AU,186000000,"Action, Science Fiction, Adventure", English,2008-05-01 00:00:00,585171547,76,Iron Man
TW,186000000,"Crime, Drama, Romance", Chinese,1991-07-27 00:00:00,586258742.2,83,A Brighter Summer Day
KR,185540000,"Romance, Drama", Japanese,2017-02-23 00:00:00,178359863,0,My Sister’s Girlfriend
BR,185534545.8,"Drama, Romance", Portuguese,2012-11-23 00:00:00,178359863,0,Seaquake
ID,185534545.8,"Drama, Romance", English,2023-04-06 00:00:00,178359863,0,Kartu Pos Wini
KR,185534545.8,"Drama, Romance", Korean,2019-06-05 00:00:00,178359863,0,Nice Sister-In-Law 2019
KR,185534545.8,"Drama, Romance", Korean,2020-08-14 00:00:00,178359863,0,Pretty Young Sister
KR,185534545.8,"Drama, Romance", Korean,2020-09-25 00:00:00,178359863,0,Outing 3
PH,185534545.8,"Drama, Romance", Tagalog,2023-04-08 00:00:00,178359863,0,Love You Long Time
RU,185534545.8,"Drama, Romance", Russian,2023-04-06 00:00:00,178359863,0,Conversations in front of the camera
US,185400000,"Comedy, Drama, Fantasy, Horror", English,2023-01-13 00:00:00,420107149.4,51,Jethica
AU,185260000,"Drama, Thriller, Adventure", French,1977-11-01 00:00:00,791480522.4,80,The Wages of Fear
AU,185000000,"Action, Adventure, Fantasy", English,2017-03-10 00:00:00,561072059,65,Kong: Skull Island
AU,185000000,"Action, Adventure, Science Fiction", English,2016-07-21 00:00:00,335673708,68,Star Trek Beyond
AU,185000000,"Action, Comedy, Adventure", English,2021-08-05 00:00:00,167097737,76,The Suicide Squad
AU,185000000,"Adventure, Action", English,2008-05-22 00:00:00,786635413,60,Indiana Jones and the Kingdom of the Crystal Skull
AU,185000000,"Animation, Adventure, Comedy, Family, Action, Fantasy", English,2012-06-21 00:00:00,554606532,70,Brave
AU,185000000,"Drama, Action, Crime, Thriller", English,2008-07-16 00:00:00,1006234167,85,The Dark Knight
AU,185000000,"Family, Fantasy, Adventure, Action", English,2019-10-17 00:00:00,489181357,73,Maleficent: Mistress of Evil
AU,185000000,"Science Fiction, Action", English,2019-10-31 00:00:00,250367666,65,Terminator: Dark Fate
AU,185000000,"Science Fiction, Drama", English,2017-10-05 00:00:00,258829058,75,Blade Runner 2049
IN,185000000,"Comedy, Fantasy, Drama", Malayalam,2023-04-08 00:00:00,175269998.8,0,Enthada Saji
US,184740000,"Family, Comedy", English,2005-05-03 00:00:00,715749875,59,The Sandlot 2
US,184600000,Action, English,2023-04-08 00:00:00,178359863,0,Jesse Rodriguez vs. Cristian Gonzalez
JP,184000000,"Animation, Comedy, Science Fiction, Fantasy", Japanese,2021-12-03 00:00:00,428723514.8,63,Aria the Benedizione
KR,184000000,"Drama, Romance, Comedy", Korean,2015-04-20 00:00:00,759819734.6,50,Nineteen: Shh! No Imagining!
AU,183600000,"Romance, Comedy, Fantasy", English,2021-02-11 00:00:00,672680361.8,69,Long Story Short
IN,183540000,"Action, Drama", Tamil,2023-04-07 00:00:00,178359863,0,Racer
US,183540000,"Action, Drama"," Spanish, Castilian",2023-04-04 00:00:00,178359863,0,The Fist of the Condor
US,183540000,"Horror, Thriller", English,2023-04-07 00:00:00,175269998.8,0,You’re Killing Me
JP,183200000,"Action, Science Fiction, Animation", Japanese,2015-10-03 00:00:00,969857559.2,77,Arpeggio of Blue Steel -Ars Nova Cadenza-
US,182600000,"Action, Adventure, Comedy, Horror, Science Fiction", English,2015-10-06 00:00:00,391973824,55,Tremors 5: Bloodlines
JP,182000000,"Animation, Adventure, Comedy, Fantasy", Japanese,2019-08-30 00:00:00,771509469.8,82,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson
KR,181600000,Romance, Korean,2016-05-19 00:00:00,175269998.8,0,Sleepless Sex 2
KR,181600000,Romance, Korean,2017-02-28 00:00:00,175269998.8,0,Young Mom
KR,181600000,Romance, Korean,2017-07-06 00:00:00,175269998.8,0,Sister-in-law's Seduction
KR,181600000,Romance, Korean,2018-01-23 00:00:00,175269998.8,0,The First Time
KR,181600000,Romance, Korean,2018-03-15 00:00:00,175269998.8,0,Youthful Older Sister
KR,181600000,Romance, Korean,2018-03-29 00:00:00,175269998.8,0,Room Salon College Girls
KR,181600000,Romance, Korean,2018-06-08 00:00:00,175269998.8,0,Dream of JINSIA
KR,181600000,Romance, Korean,2018-07-05 00:00:00,175269998.8,0,Friend's Mothers
KR,181600000,Romance, Korean,2018-07-12 00:00:00,175269998.8,0,A Newly Wedded Couple's Sex Life
KR,181600000,Romance, Korean,2018-08-24 00:00:00,175269998.8,0,Mom's Friend 5
KR,181600000,Romance, Korean,2018-09-13 00:00:00,175269998.8,0,Mother's Friend 2
KR,181600000,Romance, Korean,2018-12-19 00:00:00,175269998.8,0,Delicious Sisters
KR,181600000,Romance, Korean,2019-06-07 00:00:00,175269998.8,0,Officetel - Skillful Ones
KR,181600000,Romance, Korean,2019-11-06 00:00:00,175269998.8,0,Three Sisters Swapping
KR,181600000,Romance, Korean,2020-04-03 00:00:00,175269998.8,0,Delicious Tutor
KR,181600000,Romance, Korean,2020-10-20 00:00:00,175269998.8,0,"Swapping, That Dangerous Sex"
KR,181600000,Romance, Korean,2023-04-06 00:00:00,175269998.8,0,솔라 플라워
PH,181600000,Romance, Tagalog,2023-04-08 00:00:00,175269998.8,0,Unravel: A Swiss Side Love Story
AU,180400000,"Action, Animation, Science Fiction", English,2018-01-17 00:00:00,184680050,72,Blade Runner: Black Out 2022
AU,180000000,"Action, Adventure, Fantasy, Science Fiction, Comedy", English,2017-10-26 00:00:00,850482778,76,Thor: Ragnarok
AU,180000000,"Action, Comedy, Crime", English,2007-10-10 00:00:00,256585882,64,Rush Hour 3
AU,180000000,"Adventure, Drama, Family", English,2012-01-12 00:00:00,180047784,72,Hugo
AU,180000000,"Adventure, Family, Fantasy", English,2005-12-26 00:00:00,745013115,71,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
AU,180000000,"Adventure, Fantasy, Family", English,2016-11-17 00:00:00,811724385,73,Fantastic Beasts and Where to Find Them
AU,180000000,"Adventure, Science Fiction, Action", English,2017-08-10 00:00:00,215098356,66,Valerian and the City of a Thousand Planets
AU,180000000,"Animation, Family, Science Fiction", English,2008-09-18 00:00:00,521311860,81,WALL·E
AU,180000000,"Drama, Fantasy, Romance", French,1952-01-01 00:00:00,1707354326,150,Beauty and the Beast
AU,180000000,"Family, Fantasy, Romance", English,2017-03-23 00:00:00,1707354326,140,Beauty and the Beast
AU,180000000,"Fantasy, Action, Adventure", English,2016-06-30 00:00:00,348902025,59,The Legend of Tarzan
AU,180000000,"Fantasy, Adventure, Action, Family, Romance", English,2014-05-29 00:00:00,758536735,71,Maleficent
AU,180000000,"Romance, Family, Animation, Fantasy", English,1992-06-11 00:00:00,1707354326,154,Beauty and the Beast
FR,180000000,"Fantasy, Romance", French,2014-02-12 00:00:00,1707354326,122,Beauty and the Beast
JP,180000000,Music, Japanese,2021-08-25 00:00:00,678909900.8,81,Kimetsu Orchestra Concert
US,180000000,"Family, Animation, Adventure, Comedy", English,2017-06-28 00:00:00,578329243.6,66,Tom and Jerry: Willy Wonka and the Chocolate Factory
US,179800000,"Drama, History", English,1979-10-19 00:00:00,600820848.4,83,Jesus
US,179600000,"Drama, History", English,2023-04-21 00:00:00,175269998.8,0,Chevalier
AU,179000000,"Science Fiction, Fantasy, Action", English,2015-02-19 00:00:00,181982519,54,Jupiter Ascending
US,179000000,"Action, Science Fiction", English,2019-09-03 00:00:00,187970757.4,63,Arctic Apocalypse
GB,178800000,"Documentary, Music", English,2023-03-22 00:00:00,2081794006,91,Louis Tomlinson: All of Those Voices
US,178800000,"History, Drama, TV Movie", English,2000-11-05 00:00:00,235003236.8,58,Esther
AU,178400000,"Romance, Comedy", English,2023-01-26 00:00:00,324436308.4,62,What's Love Got to Do with It?
JP,178400000,"Drama, Thriller, Romance", Japanese,2005-05-14 00:00:00,465590537.4,62,Flower & Snake II
US,178400000,"Romance, Comedy"," Spanish, Castilian",2023-03-03 00:00:00,324436308.4,62,Love at First Kiss
US,178400000,"Science Fiction, Adventure", English,2017-05-19 00:00:00,451435551,62,Time Trap
AU,178000000,"Action, Adventure", English,2018-08-02 00:00:00,791657398,74,Mission: Impossible - Fallout
AU,178000000,"Action, Adventure, Science Fiction, Fantasy", English,2016-05-19 00:00:00,542537546,65,X-Men: Apocalypse
AU,178000000,"Action, Drama, Science Fiction, Animation", Japanese,2017-05-19 00:00:00,462715462.8,64,BLAME!
AU,178000000,"Action, Science Fiction", English,2014-06-05 00:00:00,367028980,76,Edge of Tomorrow
AU,178000000,"Action, Science Fiction, Horror", English,2018-08-16 00:00:00,527267828,62,The Meg
AU,178000000,"Drama, Adventure, Family", English,2023-01-01 00:00:00,528252215.4,62,Blueback
JP,178000000,"Animation, Science Fiction, Action", Japanese,1996-03-02 00:00:00,1153194949,80,Doraemon: Nobita and the Galaxy Super-express
US,178000000,"Family, Animation, Action, Science Fiction", English,2014-01-21 00:00:00,437664915.2,67,JLA Adventures: Trapped in Time
ES,177400000,"Adventure, Crime, Drama"," Spanish, Castilian",1981-09-27 00:00:00,843039591.4,49,The Story of Linda
US,177200000,"Romance, Drama, Western", English,2021-02-12 00:00:00,334227586.6,71,The World to Come
AU,177000000,"Animation, Drama, Romance, TV Movie", Japanese,2010-06-30 00:00:00,283514513.6,64,Ocean Waves
RU,177000000,"Family, Romance", Russian,2021-03-18 00:00:00,793463088.6,83,A Dog Named Palma
US,177000000,"Drama, Mystery, Thriller, History", English,2020-01-28 00:00:00,496777059,61,Lost Girls
US,176800000,"Adventure, Animation, Comedy, Family, TV Movie", English,2016-03-20 00:00:00,1084895103,64,Ice Age: The Great Egg-Scapade
US,176800000,"Fantasy, Comedy, Drama", English,2014-09-11 00:00:00,744477889,58,The Cobbler
AU,176600000,"Action, Thriller", English,2023-03-23 00:00:00,175269998.8,0,Johnny & Clyde
JP,176600000,"Animation, Horror, Adventure, Mystery, Action, Science Fiction", Japanese,2017-05-27 00:00:00,577927735.6,69,Resident Evil: Vendetta
US,176400000,"Action, Thriller, Crime, Mystery", English,2022-02-25 00:00:00,247906129.4,55,Gasoline Alley
AU,176000000,"Comedy, Romance", English,2020-09-17 00:00:00,314789993,72,The Broken Hearts Gallery
KR,175600000,"Drama, Romance", Korean,2016-09-20 00:00:00,288568132.4,50,Step-Brother
KR,175600000,"Drama, Romance", Korean,2016-11-24 00:00:00,288568132.4,50,Prostitution
KR,175600000,"Drama, Romance", Korean,2017-08-01 00:00:00,288568132.4,50,Two Mothers
KR,175600000,"Drama, Romance", Korean,2019-01-14 00:00:00,288568132.4,50,Wife's Mom 2
KR,175600000,"Drama, Romance", Korean,2019-12-05 00:00:00,288568132.4,50,Gangnam Daughter-in-law
KR,175600000,"Drama, Romance", Korean,2020-05-01 00:00:00,288568132.4,50,Last Sister Class
JP,175400000,"Fantasy, Animation, Adventure, Action, Drama", Japanese,1999-08-21 00:00:00,482909584.2,77,Cardcaptor Sakura: The Movie
AU,175200000,"Crime, Comedy", English,2021-10-29 00:00:00,393196433,69,Army of Thieves
US,175200000,"Romance, Drama", English,2022-07-29 00:00:00,715523713,82,Purple Hearts
AU,175000000,"Action, Adventure, Comedy, Science Fiction, Western", English,2000-04-03 00:00:00,221229335,53,Wild Wild West
AU,175000000,"Action, Adventure, Fantasy", English,2016-08-04 00:00:00,745744980,59,Suicide Squad
AU,175000000,"Action, Adventure, Science Fiction", English,2019-03-07 00:00:00,1129576094,69,Captain Marvel
AU,175000000,"Action, Adventure, Science Fiction, Drama", English,2017-07-06 00:00:00,878271291,74,Spider-Man: Homecoming
AU,175000000,"Action, Drama, Fantasy", English,2017-05-18 00:00:00,139630336,65,King Arthur: Legend of the Sword
AU,175000000,"Adventure, Action, Fantasy", English,2008-09-11 00:00:00,405760225,55,The Mummy: Tomb of the Dragon Emperor
AU,175000000,"Adventure, Action, Science Fiction", English,1995-09-14 00:00:00,264246220,62,Waterworld
AU,175000000,"Adventure, Action, Thriller, Science Fiction", English,2009-08-06 00:00:00,302469017,58,G.I. Joe: The Rise of Cobra
AU,175000000,"Animation, Adventure, Comedy, Family", English,2017-06-22 00:00:00,383541369,69,Cars 3
AU,175000000,"Animation, Comedy, Family, Adventure", English,2009-09-03 00:00:00,731463377,79,Up
AU,175000000,"Animation, Family, Adventure, Drama, Comedy", English,2015-06-09 00:00:00,850566343,79,Inside Out
AU,175000000,"Animation, Family, Adventure, Science Fiction", English,2009-04-02 00:00:00,381509870,62,Monsters vs Aliens
