genre,rating,Sum of release_year,Sum of runtime,title
Drama,U/A 16+,2012,116,Tharkasha
Drama,U/A 16+,2021,17,The Blind Date
Drama,U/A 16+,2021,11,The Case
Drama,U/A 16+,2021,12,The City And A Girl
Drama,U/A 16+,2021,15,The Desire for Desires
Drama,U/A 16+,2021,126,The Eyes of Tammy Faye
Drama,U/A 16+,2011,141,The Filmstaar
Drama,U/A 16+,2022,10,The Good News
Drama,U/A 16+,2018,133,The Hate U Give
Drama,U/A 16+,2019,29,The Journey Of Azad
Drama,U/A 16+,2022,12,The Last Prank
Drama,U/A 16+,2020,25,The Last Right
Drama,U/A 16+,2019,10,The Night Before
Drama,U/A 16+,1997,92,The Perfect Mother
Drama,U/A 16+,2021,15,The Pilgrim
Drama,U/A 16+,1996,139,The Prince
Drama,U/A 16+,2022,19,The Roka
Drama,U/A 16+,2019,9,The Scar
Drama,U/A 16+,2015,11,The Stolen Christmas
Drama,U/A 16+,2011,87,The Sunset Limited
Drama,U/A 16+,2022,147,Theerppu
Drama,U/A 16+,2015,98,Tippu
Drama,U/A 16+,2022,10,Tired Heart
Drama,U/A 16+,2006,126,Tirupathi
Drama,U/A 16+,2021,12,Trigger
Drama,U/A 16+,2021,19,Trust Me
Drama,U/A 16+,2018,30,Udne Do
Drama,U/A 16+,2022,7,Unacceptable
Drama,U/A 16+,2021,7,Unmaad
Drama,U/A 16+,1988,93,Unnikrishnante Adyathe Christmas
Drama,U/A 16+,2021,23,Vaidya
Drama,U/A 16+,2019,17,Vardi Ko Salaam
Drama,U/A 16+,2017,106,Vasham - The Book
Drama,U/A 16+,2005,107,Vasthad
Drama,U/A 16+,1990,138,Veena Meettiya Vilangukal
Drama,U/A 16+,2010,159,Veera Telanga
Drama,U/A 16+,2021,8,Vighnaharta
Drama,U/A 16+,2022,17,Virangana
Drama,U/A 16+,2016,93,Waiting
Drama,U/A 16+,2020,14,Wandering Soul
Drama,U/A 16+,2015,10,Why Do You Call Them Suncatchers
Drama,U/A 16+,2012,132,Yaare Koogadali
Drama,U/A 16+,2021,21,Yathaarth
Drama,U/A 16+,1998,105,Yeno Moha Yeko Daha
Drama,U/A 16+,2020,10,You Changed Me
Drama,U/A 16+,2022,39,You Have Arrived
Drama,U/A 16+,1997,105,Yuvasakthi
Drama,U/A 16+,1997,149,Ziddi
Drama,U/A 16+,2016,111,Zubaan
Drama,U/A 7+,2022,107,19(1)(a)
Drama,U/A 7+,2021,22,55km/sec
Drama,U/A 7+,1992,133,Aadhaaram
Drama,U/A 7+,2006,129,Aanachandam
Drama,U/A 7+,2010,133,Aathmakatha
Drama,U/A 7+,1991,90,Aavanikunnile Kinnaripookkal
Drama,U/A 7+,1959,137,Abba Ha Hudugi
Drama,U/A 7+,1986,114,Abhayam Thedi
Drama,U/A 7+,1989,144,Abhimaana
Drama,U/A 7+,1977,144,Abhinivesham
Drama,U/A 7+,2015,103,Acha Din
Drama,U/A 7+,1998,131,Achamakkuttiyude Achayan
Drama,U/A 7+,1995,154,Achan Kompathu Amma Varampathu
Drama,U/A 7+,1995,126,Achan Rajavu Appan Jethavu
Drama,U/A 7+,2011,125,Aidondla Aidu
Drama,U/A 7+,2015,122,Aisa Yeh Jahaan
Drama,U/A 7+,2018,118,Ambi Ning Vayassaytho
Drama,U/A 7+,2021,19,American Eid
Drama,U/A 7+,2009,106,Amma Andre
Drama,U/A 7+,2008,113,Anivarya
Drama,U/A 7+,2009,117,Antargange
Drama,U/A 7+,2008,116,Apaharana
Drama,U/A 7+,2007,107,Appa Illa
Drama,U/A 7+,2002,121,Artha
Drama,U/A 7+,1991,104,Asadhya Kalla
Drama,U/A 7+,2006,110,Avanandre Avane
Drama,U/A 7+,2002,110,Baaligondu Aasare
Drama,U/A 7+,2020,5,Badal
Drama,U/A 7+,2008,122,Badige Mane
Drama,U/A 7+,2003,170,Baghban
Drama,U/A 7+,2021,7,Belt
Drama,U/A 7+,2013,131,Bharya Athra Pora
Drama,U/A 7+,2001,158,Bidhatar Khela
Drama,U/A 7+,1975,119,Bilee Hendthi
Drama,U/A 7+,2008,133,Birse
Drama,U/A 7+,2020,108,Black Beauty
Drama,U/A 7+,2007,135,Bombugalu Sir Bombugalu
Drama,U/A 7+,1998,161,Bouman Banbas
Drama,U/A 7+,2009,121,Bramacharigalu Saar Bramacharigalu
Drama,U/A 7+,2019,3,Brother promise Rakhi
Drama,U/A 7+,2006,88,Chaitra
Drama,U/A 7+,2006,156,Chellata
Drama,U/A 7+,2007,142,Cheluvina Chittara
Drama,U/A 7+,1993,98,Cool Runnings
Drama,U/A 7+,2007,115,Deepa
Drama,U/A 7+,2022,74,Diary Of A Wimpy Kid 2: Rodrick Rules
Drama,U/A 7+,1999,152,Dil Kya Kare
Drama,U/A 7+,2021,19,Dinner Is Served
Drama,U/A 7+,1992,136,Eduru Maneli Ganda Pakkada Maneli Hendathi
Drama,U/A 7+,1991,130,Ente Sooryaputhrikku
Drama,U/A 7+,2006,94,Flicka
Drama,U/A 7+,2010,155,Four Friends
Drama,U/A 7+,2008,155,Ganesha Matte Banda
Drama,U/A 7+,1994,2,Gangamma Gangamai
Drama,U/A 7+,2016,143,Godhi Banna Sadharana Mykattu
Drama,U/A 7+,2009,99,Grey Gardens
Drama,U/A 7+,2000,107,Guide
Drama,U/A 7+,2008,123,Gulabi Talkies
Drama,U/A 7+,2003,152,Hariharan Pillai Happy Aanu
Drama,U/A 7+,1974,119,Harischandra
Drama,U/A 7+,2005,113,Hendathi Kattidha Thali
Drama,U/A 7+,2008,130,Hoogi Baa Magale
Drama,U/A 7+,2009,131,Hrudayagala Vishaya
Drama,U/A 7+,2011,142,Hudugaru
Drama,U/A 7+,2011,141,I Am Sorry Matte Banni Preethsona
Drama,U/A 7+,2020,4,Imli Ki Burni
Drama,U/A 7+,2006,99,Invincible
Drama,U/A 7+,2007,148,Janapada
Drama,U/A 7+,2001,98,Jeevan Mashai
Drama,U/A 7+,1999,57,Jeevana Sandesha
Drama,U/A 7+,2008,126,Jevana Taranga
Drama,U/A 7+,2020,13,Jobless
Drama,U/A 7+,2009,112,Jodi No.1
Drama,U/A 7+,2019,134,June
Drama,U/A 7+,2007,109,Kaada Beladingalu
Drama,U/A 7+,1999,123,Kaali
Drama,U/A 7+,2019,26,Kaash
Drama,U/A 7+,2009,129,Kabaddi
Drama,U/A 7+,2006,137,Kadala Mage
Drama,U/A 7+,2010,126,Kadha Thudarunnu
Drama,U/A 7+,2019,2,Kahani
Drama,U/A 7+,2003,127,Kalarava
Drama,U/A 7+,1995,129,Kalyanji Anandji
Drama,U/A 7+,1992,143,Kamaladalam
Drama,U/A 7+,2010,100,Kanasembo Kudureyaneri
Drama,U/A 7+,2006,102,Kanda
Drama,U/A 7+,2006,140,Kannadada Kanda
Drama,U/A 7+,2010,137,Karavali Hudugi
Drama,U/A 7+,2008,99,Karedaru Kelade
Drama,U/A 7+,2005,139,Karnana Sampathu
Drama,U/A 7+,2015,10,Kathakaar
Drama,U/A 7+,1993,117,Keerthi Thanda Putanigalu
Drama,U/A 7+,2003,115,Keshava Madhava
Drama,U/A 7+,2005,146,Khabardar
Drama,U/A 7+,2022,25,Kitaab
Drama,U/A 7+,1975,148,Koodi Balona
Drama,U/A 7+,2014,142,Krazy Star
Drama,U/A 7+,2007,125,Krishna
Drama,U/A 7+,1992,132,Kudumbasametham
Drama,U/A 7+,2022,38,Le Pupille
Drama,U/A 7+,2021,14,Let's Be Tigers
Drama,U/A 7+,2010,134,Lift Kodla
Drama,U/A 7+,2017,13,Little Man
Drama,U/A 7+,2020,12,Lockdown Diaries
Drama,U/A 7+,2009,93,Maduve Maduve
Drama,U/A 7+,2008,128,Magada Moda
Drama,U/A 7+,2008,144,Maha Mahima Laddu Muthya
Drama,U/A 7+,1996,110,Mamatheya Thotilalli
Drama,U/A 7+,2007,98,Mannina Makkalu
Drama,U/A 7+,2003,106,Mareechikke
Drama,U/A 7+,2008,123,Mareyada Sankranthi
Drama,U/A 7+,1969,161,Mayor Muthanna
Drama,U/A 7+,2022,139,Meri Awas Suno
Drama,U/A 7+,2021,141,MGR Magan
Drama,U/A 7+,2019,14,Mishti Doi
Drama,U/A 7+,2009,119,Modada Maneyalli
Drama,U/A 7+,4040,268,Mookuthi Amman
Drama,U/A 7+,2010,111,Mukhaputa
Drama,U/A 7+,2020,5,Mumbai Meri Jaan - Animated Visual Short Film
Drama,U/A 7+,2008,140,Mussanje Maathu
Drama,U/A 7+,1992,147,My Dear Muthachan
Drama,U/A 7+,1992,141,Mysore Mallige
Drama,U/A 7+,2009,122,Naandi
Drama,U/A 7+,2011,131,Naliyona Bara
Drama,U/A 7+,2013,128,Nam Duniya Nam Style
Drama,U/A 7+,2019,10,Nandy
Drama,U/A 7+,2009,112,Nanna Mathu Sullalla
Drama,U/A 7+,2008,107,Nannu Gandhi
Drama,U/A 7+,2008,111,Navile O Navile
Drama,U/A 7+,2020,12,Nayi Cycle
Drama,U/A 7+,2007,130,Nayi Neralu
Drama,U/A 7+,1973,128,Nirmalyam
Drama,U/A 7+,2009,155,Nirudyogi
Drama,U/A 7+,2022,138,Nna Than Case Kodu
Drama,U/A 7+,2019,10,Noor
Drama,U/A 7+,2022,6,Not My Flag
Drama,U/A 7+,2019,9,Not Out
Drama,U/A 7+,1957,83,Old Yeller
Drama,U/A 7+,1978,137,Padmatheertham
Drama,U/A 7+,2008,104,Pakal Nakshathrangal
Drama,U/A 7+,2017,14,Pakhi
Drama,U/A 7+,2022,117,Palthu Janwar
Drama,U/A 7+,2011,131,Panchamrutha
Drama,U/A 7+,2011,127,Paramathma
Drama,U/A 7+,2009,116,Parshne
Drama,U/A 7+,1991,121,Perumthachan
Drama,U/A 7+,2022,10,Phodnichi Poli
Drama,U/A 7+,1989,124,Pooram
Drama,U/A 7+,2009,96,Pranathi
Drama,U/A 7+,2004,111,Prathibhavantharu
Drama,U/A 7+,2008,126,Preethiya Artha
Drama,U/A 7+,2022,34,Project Bankholia
Drama,U/A 7+,2016,124,Queen Of Katwe
Drama,U/A 7+,2015,125,Rajathanthiram
Drama,U/A 7+,2008,121,Rama Krishna Govindha
Drama,U/A 7+,2011,120,Rangappa Hogbittana
Drama,U/A 7+,2008,109,Roja
Drama,U/A 7+,2020,8,Roobaroo
Drama,U/A 7+,2012,106,Sadhane
Drama,U/A 7+,2019,14,Sakshidar - The Witness
Drama,U/A 7+,1996,140,Sallapam
Drama,U/A 7+,2020,5,Samarth
Drama,U/A 7+,1996,137,Samoohyapadam
Drama,U/A 7+,2009,109,Samskaravath
Drama,U/A 7+,2013,125,Saving Mr. Banks
Drama,U/A 7+,2021,6,Shikayat
Drama,U/A 7+,1971,148,Signal Man Siddappa
Drama,U/A 7+,2007,140,Sneha Prava
Drama,U/A 7+,2012,146,Snehitharu
Drama,U/A 7+,2010,104,Temple Grandin
Drama,U/A 7+,2011,117,Thandana Thana
Drama,U/A 7+,2007,145,Thangiya Mane
Drama,U/A 7+,2008,124,Thayi
Drama,U/A 7+,2019,108,The Art of Racing in the Rain
Drama,U/A 7+,2018,9,The Blue Helmet
Drama,U/A 7+,2017,14,The Coat
Drama,U/A 7+,2015,15,The Hideout
Drama,U/A 7+,2005,108,The Hitchhiker's Guide to the Galaxy
Drama,U/A 7+,2021,12,The Last Letter
Drama,U/A 7+,2021,13,The Last of the Chupacabras
Drama,U/A 7+,2017,18,The Last Rain
Drama,U/A 7+,2021,18,The Little Prince(ss)
Drama,U/A 7+,2021,14,The Lost Spring
Drama,U/A 7+,2022,27,The Please Book
Drama,U/A 7+,2022,12,The Thief
Drama,U/A 7+,2018,11,The Unforgettable
Drama,U/A 7+,1998,131,Thirakalkkappuram
Drama,U/A 7+,2021,32,U -Turn
Drama,U/A 7+,2012,144,Ustad Hotel
Drama,U/A 7+,2009,104,Vara Bekagidhe
Drama,U/A 7+,1941,164,Vasantha Sena
Drama,U/A 7+,2009,124,Vengamamba
Drama,U/A 7+,2008,141,Veruthe Oru Bharya
Drama,U/A 7+,2007,150,Vishwamitra
Drama,U/A 7+,1991,108,White Fang
Drama,U/A 7+,2015,140,Yaar Indha Mani
Drama,U/A 7+,2008,117,Yella Avana Hesarinalle
Drama,U/A 7+,2020,11,You & Me - Bengali Short Film
Family,U,1996,102,101 Dalmatians
Family,U,1987,148,Achuvettante Veedu
Family,U,2000,80,An Extremely Goofy Movie
Family,U,1981,137,Archana Teacher
Family,U,1997,124,Arjunan Pillayum Anchu Makkalum
Family,U,1995,148,Avittam Thirunal Arogya Sreeman
Family,U,1989,141,Bade Ghar Ki Beti
Family,U,1993,151,Bandhukkal Sathrukkal
Family,U,1991,137,Chanchattam
Family,U,1985,131,Ee Thanalil Ithiri Neram
Family,U,1957,131,Ek Saal
Family,U,1983,96,Enne Njan Thedunnu
Family,U,1985,134,Gayathri Devi Ente Amma
Family,U,1985,143,Ghar Dwar
Family,U,2009,98,Hannah Montana The Movie
Family,U,2014,115,Hawaa Hawaai
Family,U,1989,132,Ithu Njangalude Kochu Doctor
Family,U,1972,88,Justin Morgan Had a Horse
Family,U,1990,123,Kuruppinte Kanakku Pustakom
Family,U,1987,146,Maa Beti
Family,U,1992,106,Malootty
Family,U,1928,7,Mickey Mouse Steamboat Willie
Family,U,1947,96,Miracle On 34th Street
Family,U,2021,9,Myth: A Frozen Tale
Family,U,1991,138,Nayam Vyakthamakkunnu
Family,U,1970,157,Nizhalattam
Family,U,1985,125,Nokketha doorathu Kannum Nattu
Family,U,2002,150,Om Jai Jagdish
Family,U,1985,112,Onathumpikkoroonjal
Family,U,2020,7,Once Upon a Snowman
Family,U,2014,140,Onnum Mindathe
Family,U,1993,116,Oru Kadam Kadha Pole
Family,U,1987,124,Oru Minnaminunginte Nurunguvattam
Family,U,1993,136,Padheyam
Family,U,2011,131,Payyans
Family,U,1961,149,Pyaar Ka Saagar
Family,U,1986,136,Revathikkoru Pavakkutty
Family,U,1991,139,Sandhesam
Family,U,1990,123,Sasneham
Family,U,2011,140,Snehaveedu
Family,U,2011,91,Stanley Ka Dabba
Family,U,1990,153,Swarg
Family,U,2022,81,The Ice Age Adventures of Buck Wild
Family,U,1992,85,The Muppet Christmas Carol
Family,U,1962,93,The Prince And The Pauper
Family,U,2003,50,The Young Black Stallion
Family,U,1986,121,Udayam Padinjaru
Family,U,1980,125,Vaikivanna Vasantham
Family,U,1996,104,Vanarasena
Family,U,2000,127,Vinayapoorvam Vidyadharan
Family,U,2011,118,We Bought A Zoo
Family,U,1977,148,Yatheem
Family,U/A 13+,2013,153,3 Dots
Family,U/A 13+,1983,131,Aadavalle Aligithe
Family,U/A 13+,1983,139,Aattakkalasam
Family,U/A 13+,1981,118,Abhinayam
Family,U/A 13+,2008,138,Akka Thangi
Family,U/A 13+,2004,110,Amrutham
Family,U/A 13+,2022,165,Anbarivu
Family,U/A 13+,1977,101,Angeekaram
Family,U/A 13+,2012,105,Ayyanar
Family,U/A 13+,1985,117,Badhu
Family,U/A 13+,1980,111,Bapuji Bharatham
Family,U/A 13+,2012,128,Bhaktha Sankara
Family,U/A 13+,1982,141,Enthino Pookkunna Pookkal
Family,U/A 13+,2010,126,Gandedhe
Family,U/A 13+,2002,128,Ganesha Banda Enen Thand
Family,U/A 13+,1981,140,Grihalakshmi
Family,U/A 13+,2008,141,Huttidare Kannada Nadalli Huttabeku
Family,U/A 13+,1987,125,Idanazhiyil Oru Kaalocha
Family,U/A 13+,2014,124,Into The Woods
Family,U/A 13+,1986,139,Kochu Themmadi
Family,U/A 13+,1978,138,Kudumbam Namukku Sreekovil
Family,U/A 13+,1984,150,Kutumba Gowravam
Family,U/A 13+,2013,161,Life Is Beautiful
Family,U/A 13+,1985,129,Makan Ente Makan
Family,U/A 13+,1988,117,Manu Uncle
Family,U/A 13+,1986,136,Moonnu Masangalkku Munpu
Family,U/A 13+,1984,119,Muthodu Muthu
Family,U/A 13+,1985,147,O Thandri Theerpu
Family,U/A 13+,2020,9,Out
Family,U/A 13+,2021,14,Papa Businessman
Family,U/A 13+,2015,119,Rajwade and Sons
Family,U/A 13+,1993,108,Samagamam
Family,U/A 13+,2008,113,Sambandada Siri
Family,U/A 13+,2020,97,Secret Society of Second-Born Royals
Family,U/A 13+,1982,120,Sindoora Sandhyakku Mounam
Family,U/A 13+,2021,137,Sivakumarin Sabadham
Family,U/A 13+,1997,2,Sneha Sindhooram
Family,U/A 13+,1994,126,Sukham Sukhakaram
Family,U/A 13+,1998,154,Summer in Bethlehem
Family,U/A 13+,2021,13,The Red Dress
Family,U/A 13+,2016,15,Tirati
Family,U/A 13+,2021,21,Tomorrow Never Comes
Family,U/A 13+,1988,133,Vida Parayaanmathram
Family,U/A 16+,2022,12,Expectations
Family,U/A 16+,1995,135,Hendathi Andre Heegirabeku
Family,U/A 16+,2017,15,Lullaby
Family,U/A 16+,1972,132,MAYA
Family,U/A 16+,2022,11,Second Marriage
Family,U/A 16+,2007,122,The Namesake
Family,U/A 7+,2007,112,Aakasam
Family,U/A 7+,1998,119,Aayushman Bhava
Family,U/A 7+,2018,15,Afsos
Family,U/A 7+,1995,137,Agnidevan
Family,U/A 7+,2009,121,Anna Attige
Family,U/A 7+,2022,159,Bro Daddy
Family,U/A 7+,4025,201,Cheaper By The Dozen
Family,U/A 7+,2005,93,Cheaper By The Dozen 2
Family,U/A 7+,2015,101,Cinderella
Family,U/A 7+,2017,34,Descendants: Wicked World Jewel-Billie
Family,U/A 7+,2022,118,Disenchanted
Family,U/A 7+,2019,111,Dumbo
Family,U/A 7+,2007,107,Enchanted
Family,U/A 7+,2019,9,First Friend Forever
Family,U/A 7+,2009,107,Gadibidi Hendthi
Family,U/A 7+,2006,74,Garfield: A Tail Of Two Kitties
Family,U/A 7+,2004,80,Garfield: The Movie
Family,U/A 7+,2021,93,Home Sweet Home Alone
Family,U/A 7+,1996,89,Jingle All The Way
Family,U/A 7+,2014,93,Jingle All The Way 2
Family,U/A 7+,1988,99,Kakkothikkavile Appooppanthadikal
Family,U/A 7+,2013,29,Kanche Aur Postcard
Family,U/A 7+,2022,119,Lalitham Sundaram
Family,U/A 7+,2021,3,Maggie Simpson in ‘The Force Awakens From Its Nap’
Family,U/A 7+,2014,97,Maleficent
Family,U/A 7+,2018,130,Mary Poppins Returns
Family,U/A 7+,1994,113,Miracle On 34th Street
Family,U/A 7+,2018,14,Mission Dadu
Family,U/A 7+,2011,90,Mr. Popper's Penguins
Family,U/A 7+,2021,49,Muppets Haunted Mansion
Family,U/A 7+,2014,102,Muppets Most Wanted
Family,U/A 7+,1982,138,Njan Ekananu
Family,U/A 7+,1995,107,Operation Dumbo Drop
Family,U/A 7+,2013,130,Oz The Great And Powerful
Family,U/A 7+,2004,102,Pravaha
Family,U/A 7+,2009,127,Prema Andre Sumkena
Family,U/A 7+,1993,103,Rookie of The Year
Family,U/A 7+,1990,93,Shipwrecked
Family,U/A 7+,2005,138,Thanmathra
Family,U/A 7+,2019,120,The Kid Who Would Be King
Family,U/A 7+,1977,56,The Mouseketeers At Walt Disney World
Family,U/A 7+,1979,95,The Muppet Movie
Family,U/A 7+,2018,99,The Nutcracker And The Four Realms
Family,U/A 7+,1998,127,The Parent Trap
Family,U/A 7+,1990,77,The Rescuers Down Under
Family,U/A 7+,1959,101,The Shaggy Dog
Family,U/A 7+,2020,99,Timmy Failure: Mistakes Were Made
Family,U/A 7+,1976,115,Treasure of Matecumbe
Family,U/A 7+,2022,99,Turning Red
Family,U/A 7+,2017,14,Vinya
Family,U/A 7+,2000,72,Whispers: An Elephant's Tale
Family,U/A 7+,2016,108,Zootopia
Fantasy,U,1977,226,Daana Veera Soora Karna
Fantasy,U/A 13+,2022,168,Brahmāstra Part One: Shiva
Fantasy,U/A 13+,2022,5,I am Brampton
Fantasy,U/A 16+,2022,18,Rajasaur
Fantasy,U/A 7+,2019,130,Aladdin
Fantasy,U/A 7+,2021,102,Encanto
Fantasy,U/A 7+,2019,118,The Lion King
Food,U/A 13+,2016,42,Spencer & Robert's Game Day Buffet
Historical,A,2015,41,7 Days In Hell
Historical,A,2012,148,Hemingway & Gellhorn
Historical,A,2019,104,The Aftermath
Historical,A,2018,119,The Favourite
Historical,A,2017,118,The Shape of Water
Historical,U,2019,133,Gumnaami
Historical,U,2018,130,Rosogolla
Historical,U/A 13+,2009,106,Amelia
Historical,U/A 13+,2020,108,Antony Kobiyal
Historical,U/A 13+,2016,101,Eddie the Eagle
Historical,U/A 13+,2020,160,Hamilton
Historical,U/A 13+,2004,136,Hidalgo
Historical,U/A 13+,2016,126,Hidden Figures
Historical,U/A 13+,2009,94,Into The Storm
Historical,U/A 13+,2017,104,The Greatest Showman
Historical,U/A 13+,1997,194,Titanic
Historical,U/A 13+,2019,111,Tolkien
Historical,U/A 16+,2016,125,All the Way
Historical,U/A 16+,2017,121,Battle of The Sexes
Historical,U/A 16+,2018,106,Can You Ever Forgive Me?
Historical,U/A 16+,2016,105,Confirmation
Historical,U/A 16+,2018,139,Ek Je Chhilo Raja
Historical,U/A 16+,2008,111,Recount
Historical,U/A 16+,2022,151,Sarsenapati Hambirrao
Historical,U/A 16+,2017,88,The Immortal Life of Henrietta Lacks
Historical,U/A 16+,2006,117,The Last King Of Scotland
Historical,U/A 16+,2010,88,The Special Relationship
Historical,U/A 16+,2017,127,The Wizard Of Lies
Historical,U/A 16+,2010,128,You Don't Know Jack
Historical,U/A 7+,2014,124,Million Dollar Arm
Historical,U/A 7+,2000,113,Remember The Titans
Historical,U/A 7+,2010,117,Secretariat
Horror,A,2009,138,13B
Horror,A,2021,99,Antlers
Horror,A,2022,102,Barbarian
Horror,A,2022,100,Grimcutty
Horror,A,2022,85,Matriarch
Horror,A,2021,8,Mirror
Horror,A,2008,128,Pournami Raatri
Horror,A,2020,18,Raat Baaki
Horror,A,2019,95,Ready or Not
Horror,A,2020,136,The Empty Man
Horror,A,2006,107,The Hills Have Eyes
Horror,A,2007,89,The Hills Have Eyes 2
Horror,A,2021,23,The Housemaids
Horror,A,2022,107,The Menu
Horror,A,2021,106,The Night House
Horror,A,2017,86,Totem
Horror,A,2022,52,Werewolf By Night
Horror,U,2021,134,Annabelle Rathore
Horror,U,4042,269,Annabelle Sethupathi
Horror,U/A 13+,2009,137,13-Padamoodu
Horror,U/A 13+,2005,128,Ananthabhadram
Horror,U/A 13+,1992,85,"Buffy, The Vampire Slayer"
Horror,U/A 13+,2012,111,Chaarulatha
Horror,U/A 13+,2009,74,Chandramukhi
Horror,U/A 13+,2012,117,Charulatha
Horror,U/A 13+,2014,127,Creature 3D
Horror,U/A 13+,2017,103,E
Horror,U/A 13+,2013,125,Ek Thi Daayan
Horror,U/A 13+,2013,144,Geethaanjali
Horror,U/A 13+,2021,9,Ghar
Horror,U/A 13+,2017,9,I'm Home
Horror,U/A 13+,2010,129,In Ghost House Inn
Horror,U/A 13+,2012,96,Jekhane Bhooter Bhoy
Horror,U/A 13+,2016,13,Kanche
Horror,U/A 13+,2021,27,Kati patang
Horror,U/A 13+,2004,122,Krishna Cottage
Horror,U/A 13+,2019,21,Mini Banerjee Ghar Mein Hai
Horror,U/A 13+,2019,123,Mohini
Horror,U/A 13+,2016,120,Nadungaadhey Illathil Pei
Horror,U/A 13+,2013,97,Pizza II: Villa
Horror,U/A 13+,2015,130,Raju Gari Gadhi
Horror,U/A 13+,2019,118,Raju Gari Gadhi 3
Horror,U/A 13+,2010,135,Shapam
Horror,U/A 13+,2021,11,Shatranj
Horror,U/A 13+,2021,23,Shraadh
Horror,U/A 13+,1992,161,Suryavanshi
Horror,U/A 13+,2022,9,The Host
Horror,U/A 13+,2021,19,The Perfect Scream
Horror,U/A 13+,2022,5,The Tag
Horror,U/A 13+,2013,98,Villah
Horror,U/A 16+,2017,32,2AM
Horror,U/A 16+,2000,25,A Cult in Time
Horror,U/A 16+,2019,15,A Tale Of An Onion Witch
Horror,U/A 16+,2012,112,Aa Marma
Horror,U/A 16+,2016,105,Aata - The Game of Fear
Horror,U/A 16+,2011,128,Aatma (Haunted)
Horror,U/A 16+,2012,111,Aatma Ka Ghar
Horror,U/A 16+,2015,90,Aatma Ka Ghar 2
Horror,U/A 16+,2010,110,Anishchitha
Horror,U/A 16+,2018,12,Barsaat Ki Raat
Horror,U/A 16+,2008,123,Bhaya
Horror,U/A 16+,2021,128,Bhoot Police
Horror,U/A 16+,2021,25,Bhram
Horror,U/A 16+,2004,115,Bidalare
Horror,U/A 16+,2005,165,Chandramukhi
Horror,U/A 16+,2022,26,Chashma
Horror,U/A 16+,2021,13,Chaska
Horror,U/A 16+,2020,14,Dakini
Horror,U/A 16+,2021,9,Deal
Horror,U/A 16+,2017,136,Ezra
Horror,U/A 16+,2008,129,Gayatri 1920
Horror,U/A 16+,2021,12,Genius I Brave New World
Horror,U/A 16+,2022,20,Happy Birthday
Horror,U/A 16+,2000,128,Indriyam
Horror,U/A 16+,2020,7,Intruder
Horror,U/A 16+,2013,152,Kalpana
Horror,U/A 16+,2011,134,Kanchana
Horror,U/A 16+,2016,106,L7
Horror,U/A 16+,2020,141,Laxmii
Horror,U/A 16+,2021,134,Lift
Horror,U/A 16+,2017,86,Like.Share.Follow
Horror,U/A 16+,2007,103,Mohini Estate
Horror,U/A 16+,2015,2,Mudinja Vazhu
Horror,U/A 16+,2021,9,No Sleep Anymore
Horror,U/A 16+,2022,9,Paani
Horror,U/A 16+,2021,10,Peekaboo
Horror,U/A 16+,2014,107,Pisaasu
Horror,U/A 16+,2015,108,Pisachi
Horror,U/A 16+,2012,126,Pizza
Horror,U/A 16+,2008,113,Pournami
Horror,U/A 16+,4035,231,Rum
Horror,U/A 16+,2018,131,Sadugudu Vandi
Horror,U/A 16+,2010,86,Shock
Horror,U/A 16+,2007,111,Soorya Kireedam
Horror,U/A 16+,2018,127,Stree
Horror,U/A 16+,2018,104,The Past
Horror,U/A 16+,2022,14,The Untold
Horror,U/A 16+,2022,18,The Whisperer
Horror,U/A 16+,2022,21,What The Fishh!!
Horror,U/A 16+,2009,135,www.Bhaya.com
Kids,U,2018,115,Adventures of Jojo
Kids,U,2007,135,Athisayan
Kids,U,2016,133,Azhagu Kutti Chellam
Kids,U,2015,68,Bal Ganesh 3
Kids,U,2017,79,Bal Ganesh and the Pomzom Planet
Kids,U,2006,102,Bhoot Unkle
Kids,U,2012,135,Dhoni
Kids,U,2012,133,Ferrari Ki Sawaari
Kids,U,2018,87,Hanuman Vs Mahiravana
Kids,U,2015,104,Kaaka Muttai
Kids,U,2013,107,Kutti Chetan and Friends
Kids,U,2009,90,Little Krishna - The Darling of Vrindavan
Kids,U,2009,90,Little Krishna II - The Legendary Warrior
Kids,U,2009,94,Little Krishna III - The Wondrous Feats
Kids,U,2003,99,Magic Magic
Kids,U,1971,92,Million Dollar Duck
Kids,U,1998,87,Mulan
Kids,U,2010,124,My Friend Ganesha 3
Kids,U,2007,134,Naya Ajooba
Kids,U,2013,133,Philips and the Monkey Pen
Kids,U,2014,119,Puthiyathor Ulagam Seivom
Kids,U,2014,115,Saivam
Kids,U,1970,78,The Aristocats
Kids,U,1994,83,The Lion King
Kids,U,2011,102,The Muppets
Kids,U,2022,22,The Wonderful Spring of Mickey Mouse
Kids,U,2022,22,The Wonderful Summer of Mickey Mouse
Kids,U,2022,23,The Wonderful Winter of Mickey Mouse
Kids,U,2020,8,Tullu Ki Photo
Kids,U,2010,98,Vroom
Kids,U/A 13+,2009,76,Bunty The Bad Boy
Kids,U/A 13+,2014,15,Dum Dum Deega Deega
Kids,U/A 13+,2017,99,Hanuman Da’Damdaar
Kids,U/A 13+,1995,131,Sisindri
Kids,U/A 13+,2012,78,The Lotus Pond
Kids,U/A 7+,2005,150,Adbhutha Dweep
