genre,rating,Sum of release_year,Sum of runtime,title
Drama,U,2019,20,Bin Bulaaye
Drama,U,2011,126,Bindas Prem
Drama,U,1973,138,Black Mail
Drama,U,2014,116,Bobby Jasoos
Drama,U,2020,120,Brahma Janen Gopon Kommoti
Drama,U,1972,145,Brahmachari
Drama,U,2018,12,Bread Butter
Drama,U,2017,110,Brindhaavanam
Drama,U,2020,6,Burrow
Drama,U,2017,148,C/o Saira Banu
Drama,U,2009,134,Challenge
Drama,U,2018,31,Chalo Jeete Hain
Drama,U,2011,136,Chalo Paltai
Drama,U,1974,144,Chandrakantham
Drama,U,2008,126,Chilipili Hakkigalu
Drama,U,1959,146,Chirag Kahan Roshni Kahan
Drama,U,1998,117,Chithrasalabham
Drama,U,2014,104,Chotoder Chobi
Drama,U,2022,7,Cuddles
Drama,U,2001,153,Dada Thakur
Drama,U,1965,125,Daham
Drama,U,2020,3,Darwaaza
Drama,U,2009,95,Decent Parties
Drama,U,2016,7,Deja Brew
Drama,U,2018,10,Detour
Drama,U,4019,261,Deva
Drama,U,1976,153,Do Anjaane
Drama,U,1963,137,Doctor
Drama,U,2005,118,Dr B R Ambedkar
Drama,U,2017,106,Dum Lagade Aaj
Drama,U,1977,94,Dweep
Drama,U,2001,115,Ehsaas: The Feeling
Drama,U,2019,18,Eidi
Drama,U,1975,140,Ek Mahal Ho Sapno Ka
Drama,U,2015,10,Ekaki
Drama,U,2012,128,Father's Day
Drama,U,2010,95,Flicka 2
Drama,U,2012,92,Flicka: Country Pride
Drama,U,1973,137,Football Champion
Drama,U,2017,147,Frienda Pola Yaaru Machaan
Drama,U,2016,102,Ganvesh
Drama,U,2007,134,Goal
Drama,U,2019,133,Gotro
Drama,U,1995,148,Guddu
Drama,U,2018,126,Haami
Drama,U,2018,122,Helicopter Eela
Drama,U,2006,143,Hero
Drama,U,1990,148,His Highness Abdullah
Drama,U,2019,15,Holudh Cheethi
Drama,U,2018,119,Home Sweet Home
Drama,U,1972,165,Hrudaya Sangama
Drama,U,2006,148,Humko Deewana Kar Gaye
Drama,U,2007,113,Humrahi
Drama,U,2005,98,Ice Princess
Drama,U,1997,139,Ikkareyanente Manasam
Drama,U,2013,133,Immanuel
Drama,U,2011,91,Ishwar Sakshi
Drama,U,2009,128,Jackpot
Drama,U,1998,159,Jamai No 1
Drama,U,2001,159,Jamaibabu Zindabad
Drama,U,1988,139,Janam Janam
Drama,U,2008,163,Janmadata
Drama,U,1978,151,Jayikkanai Janichavan
Drama,U,2014,120,Jeeva
Drama,U,1999,129,Jibani Niye Khela
Drama,U,2011,119,Kaadhalar Kudiyiruppu
Drama,U,2009,113,"Kadha, Samvidhanam Kunchakko"
Drama,U,2007,95,Kaiyoppu
Drama,U,1970,135,Kakkathamburatti
Drama,U,1993,140,Kalippattam
Drama,U,2009,115,Kanchivaram
Drama,U,2019,116,Kanne Kalaimaane
Drama,U,1971,141,Karakanakadal
Drama,U,1968,149,Karthika
Drama,U,2006,112,Karutha Pakshikal
Drama,U,1965,131,Kavyamela
Drama,U,2011,123,Khel Mandala
Drama,U,2014,85,Khwaabb
Drama,U,2022,19,Kissa Khaane Ka
Drama,U,2019,135,Konttho
Drama,U,2018,146,Koode
Drama,U,1964,139,Kuttikkuppayam
Drama,U,2009,120,Loud Speaker
Drama,U,1978,146,Main Tulsi Tere Aangan Ki
Drama,U,1990,130,Malayogam
Drama,U,2016,142,Manithan
Drama,U,2012,131,Marina
Drama,U,1993,164,Mayer Aasirbad
Drama,U,1997,134,Mayer Bandhan
Drama,U,1973,121,Mazhakkaru
Drama,U,2015,89,Meher
Drama,U,1985,156,Meri Jung
Drama,U,1970,127,Mindappennu
Drama,U,1994,144,Minnaram
Drama,U,2019,130,Mission Mangal
Drama,U,2006,134,MLA Fatakeshto
Drama,U,1997,151,Mohabbat
Drama,U,1976,143,Mohiniyattam
Drama,U,1988,120,Moonnampakkam
Drama,U,2019,119,Mukherjee Dar Bou
Drama,U,2016,95,Mukti Bhavan
Drama,U,2021,13,Mum
Drama,U,2018,7,My Pie In The Sky
Drama,U,2020,17,Naaz
Drama,U,1998,132,Nag Nagini
Drama,U,1973,131,Namak Haraam
Drama,U,1982,126,Namkeen
Drama,U,2011,116,Nayika
Drama,U,2008,106,Neel Rajar Deshe
Drama,U,1963,156,Ninamaninja Kalpadukal
Drama,U,2007,82,Nirop
Drama,U,2017,124,Njandukalude Nattil Oridavela
Drama,U,1987,140,Nombarathippoovu
Drama,U,2013,121,North 24 Katham
Drama,U,2008,144,Novel
Drama,U,1965,150,Odayil Ninnu
Drama,U,1981,133,Oothikkachiya Ponnu
Drama,U,1987,107,Oridathu
Drama,U,1982,145,Oru Vilippadakale
Drama,U,1990,137,Paapi
Drama,U,2008,128,Pachamarathanalil
Drama,U,1968,132,Padunna Puzha
Drama,U,2017,124,Pallaandu Vaazhga
Drama,U,1992,128,Pandu Pandoru Rajakumari
Drama,U,2016,3,Papa
Drama,U,2015,113,Pathemaari
Drama,U,1994,150,Pavithram
Drama,U,2016,14,Phoolpakharu
Drama,U,2013,106,Pigman
Drama,U,1977,129,Poojakkedukkatha Pookkal
Drama,U,2018,146,Poomaram
Drama,U,1972,139,Postmane Kananilla
Drama,U,1996,146,Pran Sajani
Drama,U,1976,115,Prasaadam
Drama,U,2004,156,Premi
Drama,U,2009,171,Premi No. 1
Drama,U,2017,127,Pullikkaran Stara
Drama,U,2002,82,Punarjani
Drama,U,1993,127,Purashkar
Drama,U,1962,155,Puthiya Akasam Puthiya Bhoomi
Drama,U,2004,158,Rajababu
Drama,U,1999,127,Rajdanda
Drama,U,2011,147,Rajmata Jijau
Drama,U,2001,134,Rakhi Purnima
Drama,U,2016,99,Ranga Patanga
Drama,U,1983,150,Rishta Kagaz Ka
Drama,U,1990,129,Sabarimala Sree Ayyappan
Drama,U,2016,82,Sahaj Paather Gappo
Drama,U,2009,95,Sakaler Rang
Drama,U,1972,146,Sanjog
Drama,U,1999,130,Santan
Drama,U,2000,144,Sasurbari Zindabad
Drama,U,2002,143,Sathi
Drama,U,2012,144,Satrangi Re
Drama,U,2012,121,Scene Onnu Nammude Veedu
Drama,U,2005,97,Seelabathi
Drama,U,2002,128,Sesham
Drama,U,2012,104,Shala
Drama,U,2020,4,Shaurya
Drama,U,2007,160,Shree Kshethra Kaivara Thatthayya
Drama,U,2015,105,Siddhant
Drama,U,2007,140,Sooryan
Drama,U,1994,140,Sukrutham
Drama,U,2008,1,Swapner Din
Drama,U,2019,110,Sweater
Drama,U,1986,126,T.P.Balagopalan M.A.
Drama,U,2019,106,Tennis Buddies
Drama,U,1970,133,Thara
Drama,U,2019,9,The List
Drama,U,2022,20,The Selfless Woman
Drama,U,2017,129,Thondimuthalum Driksakshiyum
Drama,U,1968,141,Thulabharam
Drama,U,1976,134,Thulavarsham
Drama,U,2021,15,TIP
Drama,U,2002,103,Titli
Drama,U,2021,20,Tohfa
Drama,U,2016,100,Traffic
Drama,U,2019,18,Trunk Call
Drama,U,2017,130,Tubelight
Drama,U,2012,155,Tukaram
Drama,U,2001,146,Tum Bin
Drama,U,1999,148,Tumi Ele Tai
Drama,U,2017,119,Udaharanam Sujatha
Drama,U,2020,9,Ummeed - The Hope
Drama,U,1987,105,Uppu
Drama,U,2009,143,Uthara Swayamvaram
Drama,U,1955,113,Vachan
Drama,U,2001,144,Vakkalathu Narayanankutty
Drama,U,1993,150,Valsalyam
Drama,U,1999,114,Vanaprastham
Drama,U,1999,99,Varnatheru
Drama,U,1973,149,Veendum Prabhatham
Drama,U,2007,112,Veeralippattu
Drama,U,2014,101,Velli Velichathil
Drama,U,1984,118,Vepralam
Drama,U,1981,108,Vida Parayum Munpe
Drama,U,1990,124,Vidyarambham
Drama,U,1971,167,Vilakku Vangiya Veena
Drama,U,1980,145,Vilkkanundu Swapnangal
Drama,U,2017,106,VIP 2 Lalkar
Drama,U,1962,149,Viyarppinte Vila
Drama,U,1965,178,Waqt
Drama,U,2016,128,Well Done Bhalya
Drama,U,2019,11,Woh Pal
Drama,U,1977,121,Yaaron Ka Yaar
Drama,U/A 13+,2010,122,1977 - Jarigindi Yemiti
Drama,U/A 13+,2020,4,2 Sided
Drama,U/A 13+,2023,19,7 Star Dinosor Entertainment
Drama,U/A 13+,2016,99,A Billion Colour Story
Drama,U/A 13+,2016,16,A Gentle Giant
Drama,U/A 13+,1997,87,A Match Made In Heaven
Drama,U/A 13+,2019,11,A Nincompoop
Drama,U/A 13+,2018,16,A Notice
Drama,U/A 13+,2016,6,A Phone Call
Drama,U/A 13+,1983,137,Aa Rathri
Drama,U/A 13+,2016,28,Aaba Aiktaay Naa?
Drama,U/A 13+,2017,5,Aakhri Kahani
Drama,U/A 13+,2013,11,Aalav
Drama,U/A 13+,1991,134,Aamar Sathi
Drama,U/A 13+,1997,167,Aaraam Thampuran
Drama,U/A 13+,2010,124,Aarbhata
Drama,U/A 13+,2017,11,Aator
Drama,U/A 13+,2021,115,Aau Gote Love Story
Drama,U/A 13+,1996,144,Aayiram Naavulla Ananthan
Drama,U/A 13+,2008,103,Aayudham
Drama,U/A 13+,2016,14,Abhineta
Drama,U/A 13+,2010,149,Abhiram
Drama,U/A 13+,2015,6,Absent
Drama,U/A 13+,2022,12,Achanak
Drama,U/A 13+,1995,142,Adarsavanthudu
Drama,U/A 13+,1996,126,Adavaluku Matrame
Drama,U/A 13+,2022,5,Adhikar
Drama,U/A 13+,2018,24,Adhure Poore Se Hum
Drama,U/A 13+,2008,129,Adrushta Yaariguntu Yaarigilla
Drama,U/A 13+,2019,29,Ae Jalebi
Drama,U/A 13+,2020,4,After Life
Drama,U/A 13+,2014,126,Agraja
Drama,U/A 13+,1992,132,Aham
Drama,U/A 13+,2006,116,Ahista Ahista
Drama,U/A 13+,2021,20,Ahsaas
Drama,U/A 13+,2009,126,Ajantha
Drama,U/A 13+,2004,135,Ajju
Drama,U/A 13+,2021,27,Alfaaz
Drama,U/A 13+,1999,144,Allaripilla Anumanapu Pellam
Drama,U/A 13+,1991,134,Amaram
Drama,U/A 13+,2011,100,Amayakudu
Drama,U/A 13+,2006,145,Ambi
Drama,U/A 13+,2018,7,Ambu
Drama,U/A 13+,1987,128,America Abbayi
Drama,U/A 13+,2011,152,Ami Shubhash Bolchi
Drama,U/A 13+,2020,134,Ammoru Thalli
Drama,U/A 13+,1987,153,Amrutham Gamaya
Drama,U/A 13+,2009,86,An American Girl: Chrissa Stands Strong
Drama,U/A 13+,2016,14,An Astrologers Day
Drama,U/A 13+,2004,151,Anand
Drama,U/A 13+,2009,108,Ananya
Drama,U/A 13+,1991,132,Anatha Rakshaka
Drama,U/A 13+,1984,131,Andarikante Monagadu
Drama,U/A 13+,2010,133,Andhari Banduvaya
Drama,U/A 13+,2020,14,Aniddra - The Sleepless
Drama,U/A 13+,2016,6,Anjaan
Drama,U/A 13+,2010,122,Annarakannanum Thannalayathu
Drama,U/A 13+,2021,4,Antas
Drama,U/A 13+,1998,141,Anthuleni Pranayam
Drama,U/A 13+,2007,136,Anwar
Drama,U/A 13+,2003,109,Anyar
Drama,U/A 13+,2017,15,Aphsarni
Drama,U/A 13+,1992,159,Apradhi
Drama,U/A 13+,2007,90,Aralida Hoo
Drama,U/A 13+,2013,108,Ardhanari
Drama,U/A 13+,1990,144,Arhatha
Drama,U/A 13+,2021,124,Arundhati
Drama,U/A 13+,2013,166,Atharintiki Daaredi
Drama,U/A 13+,1988,112,Athirthikal
Drama,U/A 13+,1989,134,Attha Mechina Alludu
Drama,U/A 13+,2010,126,Autograph
Drama,U/A 13+,2020,16,Avtar
Drama,U/A 13+,2004,103,Avunu Nijame
Drama,U/A 13+,2017,129,Baadshaho
Drama,U/A 13+,2021,14,Baalak
Drama,U/A 13+,2020,2,Baat Suno
Drama,U/A 13+,2020,10,Badhai Ho - It's a Boy
Drama,U/A 13+,2008,129,Badi
Drama,U/A 13+,2015,152,Bajrangi Bhaijaan
Drama,U/A 13+,2002,119,Bala Navika
Drama,U/A 13+,2002,110,Balaji
Drama,U/A 13+,2010,147,Ballem
Drama,U/A 13+,2020,9,Band Khayal
Drama,U/A 13+,1959,121,Banda Ramudu
Drama,U/A 13+,1998,152,Bandhan
Drama,U/A 13+,1979,158,Bangara Kalalu
Drama,U/A 13+,2012,114,Bapi Bari Jaa
Drama,U/A 13+,2021,5,Bechari Chidiya
Drama,U/A 13+,2021,7,Before You Judge Me
Drama,U/A 13+,2021,9,Bena
Drama,U/A 13+,2009,140,Bet
Drama,U/A 13+,2022,11,Bhagwaan
Drama,U/A 13+,1957,111,Bhale Ammayilu
Drama,U/A 13+,1988,139,Bharatamlo Bala Chandrudu
Drama,U/A 13+,2002,134,Bhet
Drama,U/A 13+,1997,110,Bhoothakkannadi
Drama,U/A 13+,2019,112,Bibaho Obhijaan
Drama,U/A 13+,2018,15,Bibhatsu
Drama,U/A 13+,2010,125,Bindas Hudugi
Drama,U/A 13+,2022,24,Bindu
Drama,U/A 13+,2018,92,Bioscopewala
Drama,U/A 13+,2022,34,Biscut
Drama,U/A 13+,1992,29,Blood Brothers: The Joey DiPaolo Story
Drama,U/A 13+,2001,100,Bollywood Calling
Drama,U/A 13+,2016,115,Bollywood Diaries
Drama,U/A 13+,2019,13,Boom Boom
Drama,U/A 13+,2021,17,Bouddi
Drama,U/A 13+,2018,8,Boy and Girl
Drama,U/A 13+,2020,11,Break The Taboo. Period
Drama,U/A 13+,1979,100,Breaking Away
Drama,U/A 13+,2019,116,Breakthrough
Drama,U/A 13+,2008,137,Budhimanthudu
Drama,U/A 13+,2008,138,Budhivantha
Drama,U/A 13+,2005,96,Canvas
Drama,U/A 13+,1981,120,Chadurida Chitaragalu
Drama,U/A 13+,1963,163,Chaduvukunna Ammayilu
Drama,U/A 13+,1978,129,Chal Mohana Ranga
Drama,U/A 13+,1993,137,Chamayam
Drama,U/A 13+,2004,86,Chameli
Drama,U/A 13+,2003,157,Champion
Drama,U/A 13+,2018,17,Chances
Drama,U/A 13+,2015,108,Chandi Veeran
Drama,U/A 13+,1998,150,Chandralekha
Drama,U/A 13+,2005,153,Chandrolsavam
Drama,U/A 13+,2008,128,Channa
Drama,U/A 13+,2016,12,Chaukat
Drama,U/A 13+,2020,105,Cheeni
Drama,U/A 13+,2019,18,Cheers
Drama,U/A 13+,2019,24,Cheers!
Drama,U/A 13+,2012,132,Chelagaatam
Drama,U/A 13+,1993,162,Chenkol
Drama,U/A 13+,2020,120,Chhapaak
Drama,U/A 13+,1965,111,Chilipi Zameendaar
Drama,U/A 13+,2022,18,Chimta
Drama,U/A 13+,2022,4,Chiraiyaa
Drama,U/A 13+,2003,134,Chiranjeevi
Drama,U/A 13+,2022,14,Chitthiyaan- The Letters
Drama,U/A 13+,4033,15,Choices
Drama,U/A 13+,2020,19,Chunaav
Drama,U/A 13+,1997,134,Churam
Drama,U/A 13+,2015,126,Cigarette Sedhbedi Preethi Madbedi
Drama,U/A 13+,1980,120,Cinema Pichodu
Drama,U/A 13+,2011,86,Cinema Verite
Drama,U/A 13+,2021,16,Claustrophobia
Drama,U/A 13+,2010,80,Clerk
Drama,U/A 13+,2021,3,Country of Goddesses
Drama,U/A 13+,2022,27,Cousins
Drama,U/A 13+,2017,13,Cratch
Drama,U/A 13+,2018,109,Crisscross
Drama,U/A 13+,2017,15,D Café
Drama,U/A 13+,2007,119,Daatu
Drama,U/A 13+,2011,134,Daggaraga Dooramga
Drama,U/A 13+,2019,10,Dahej Pratha
Drama,U/A 13+,2006,102,Dance Cheddam Raa
Drama,U/A 13+,1985,119,Darode
Drama,U/A 13+,2021,10,Dayalu
Drama,U/A 13+,2018,9,Dazed
Drama,U/A 13+,1993,30,Dead Drunk: The Kevin Tunell Story
Drama,U/A 13+,1989,128,Dead Poets Society
Drama,U/A 13+,2016,84,Dear Dad
Drama,U/A 13+,2011,139,Deva Naaga
Drama,U/A 13+,1983,144,Devi Sridevi
Drama,U/A 13+,2008,107,Devvada Maneli Ditta Makkalu
Drama,U/A 13+,2005,146,Dhana 51
Drama,U/A 13+,2004,107,Dhanya
Drama,U/A 13+,2017,116,Dharma Durai
Drama,U/A 13+,2002,110,Dharmayodharu
Drama,U/A 13+,2019,12,Dhoop Haskar Boli
Drama,U/A 13+,2020,1,Dil se Raksha Bandhan
Drama,U/A 13+,2020,16,DO I EXIST: A Riddle
Drama,U/A 13+,1964,162,Doctor Chakravarthy
Drama,U/A 13+,2000,99,Dollar Dreams
Drama,U/A 13+,1996,93,Dominic Presentation
Drama,U/A 13+,2016,126,Dongri Ka Raja
Drama,U/A 13+,2021,8,Doori
Drama,U/A 13+,2004,144,Dosth
Drama,U/A 13+,2019,17,Dots
Drama,U/A 13+,2015,125,Dr. Saleem
Drama,U/A 13+,2011,143,Dronacharya
Drama,U/A 13+,2002,118,Drumline
Drama,U/A 13+,2019,6,Duhita
Drama,U/A 13+,2010,144,Dui Prithibi
Drama,U/A 13+,1990,100,Edward Scissorhands
Drama,U/A 13+,2009,2,Ee Vayasulo
Drama,U/A 13+,2008,106,Ekalavya
Drama,U/A 13+,2011,145,En Kaathalukku Naane Villan
Drama,U/A 13+,2017,24,Epicfail
Drama,U/A 13+,1984,132,Ethirppukal
Drama,U/A 13+,1978,137,Etho Oru Swapnam
Drama,U/A 13+,2019,2,Farewell
Drama,U/A 13+,2020,8,Feeling Is Mutual
Drama,U/A 13+,2022,21,Final Woof
Drama,U/A 13+,2022,24,First Second Chance
Drama,U/A 13+,1997,127,Five Star Hospital
Drama,U/A 13+,2020,16,Fleet of Flights
Drama,U/A 13+,2019,13,Forever Whim
Drama,U/A 13+,2021,16,Front Page
Drama,U/A 13+,2009,94,Gabhricha Paus
Drama,U/A 13+,2011,117,Gaddama
Drama,U/A 13+,2011,109,Gangaputrulu
Drama,U/A 13+,2005,146,Gautham S.S.C
Drama,U/A 13+,2018,15,Gentleman
Drama,U/A 13+,2006,143,Ghatak
Drama,U/A 13+,2018,27,Ghumakkad
Drama,U/A 13+,2021,24,Ghungru
Drama,U/A 13+,1999,103,GodMother
Drama,U/A 13+,2014,128,God's Own Country
Drama,U/A 13+,2022,10,Good Shot
Drama,U/A 13+,2021,11,Gosht Eka Kavalyachi
Drama,U/A 13+,4026,258,Gouravam
Drama,U/A 13+,2013,133,Goynar Baksho
Drama,U/A 13+,2021,10,Green Room- Thehrav
Drama,U/A 13+,2021,18,Growing Fangs
Drama,U/A 13+,1967,134,Gruha Lakshmi
Drama,U/A 13+,2010,129,Gundragovi
Drama,U/A 13+,1992,28,Gunplay: The Last Day in the Life of Brian Darling
Drama,U/A 13+,2017,93,Guru
Drama,U/A 13+,2011,130,Hai Cheliya
Drama,U/A 13+,2017,6,Halwa
Drama,U/A 13+,2014,119,Happy Journey
Drama,U/A 13+,2021,16,Headphones
Drama,U/A 13+,2006,114,Hennige Rakshane Yallide
Drama,U/A 13+,2014,127,Highway
Drama,U/A 13+,2019,11,Hippodrome
Drama,U/A 13+,2015,19,Holding Back
Drama,U/A 13+,2022,102,Hollywood Stargirl
Drama,U/A 13+,2021,8,Homecoming
Drama,U/A 13+,2022,15,Hope
Drama,U/A 13+,2007,94,Hosa Varsha
Drama,U/A 13+,2008,134,Hrudaya I Miss You
Drama,U/A 13+,2009,117,Huduga Huduga
Drama,U/A 13+,2022,5,Hungering
Drama,U/A 13+,2017,15,I Am Pregnant
Drama,U/A 13+,2018,60,I Remember
Drama,U/A 13+,2016,19,I Witness
Drama,U/A 13+,2021,8,Ice Cream
Drama,U/A 13+,2010,135,Iddare Gopi Biddare Papi
Drama,U/A 13+,1997,159,Iddaru
Drama,U/A 13+,2022,27,ILM
Drama,U/A 13+,2022,9,In the Loop
Drama,U/A 13+,2021,9,Inaam
Drama,U/A 13+,2021,25,Inanimate
Drama,U/A 13+,1979,124,Iniyum Kaanaam
Drama,U/A 13+,2011,134,Innanu Aa Kalyanam
Drama,U/A 13+,1987,142,Inti Donga
Drama,U/A 13+,2015,92,Irandaam Aattam
Drama,U/A 13+,2022,15,Is it Love Or Convenience
Drama,U/A 13+,2010,125,Ithi Oka Vairam
Drama,U/A 13+,2010,125,Iti Mrinalini
Drama,U/A 13+,2019,34,It's a Girl
Drama,U/A 13+,2021,14,Itwaar
Drama,U/A 13+,2008,96,Ivanu Thumba Orata
Drama,U/A 13+,2009,127,Jaala
Drama,U/A 13+,2022,16,Jaane Kyun
Drama,U/A 13+,2011,136,Jai Bolo Telengana
Drama,U/A 13+,1970,145,Jai Jawan
Drama,U/A 13+,1982,145,Jambulingam
Drama,U/A 13+,2012,129,Janeman
Drama,U/A 13+,2007,132,Jeevana Dhare
Drama,U/A 13+,1986,2,Jeevana Poratam
Drama,U/A 13+,2001,109,Jeevana Raagam
Drama,U/A 13+,2019,158,Jersey
Drama,U/A 13+,2017,131,Jolly LLB 2
Drama,U/A 13+,2010,126,Jotheyagi Hithavagi
Drama,U/A 13+,2015,4,Journey To Othello
Drama,U/A 13+,2005,129,Junior Senior
Drama,U/A 13+,2022,9,Just - A Sad Wrap
Drama,U/A 13+,2021,11,Just Believe
Drama,U/A 13+,2015,122,Jyothilakshmi
Drama,U/A 13+,2018,11,Kaala Gubbara
Drama,U/A 13+,1982,117,Kaalam Maarindi
Drama,U/A 13+,2005,116,Kaalpurush
Drama,U/A 13+,2020,28,Kaas
Drama,U/A 13+,1982,120,Kaattile Paattu
Drama,U/A 13+,1995,118,Kaattile Thadi Thevarude Ana
Drama,U/A 13+,2014,142,Kaaviya Thalaivan
Drama,U/A 13+,2010,121,Kadaksham
Drama,U/A 13+,2013,143,Kadal
Drama,U/A 13+,1983,92,Kadamba
Drama,U/A 13+,2021,15,Kaidi
Drama,U/A 13+,1992,101,Kalahala Kapuram
Drama,U/A 13+,1982,111,Kaliyuga Ramudu
Drama,U/A 13+,1969,124,Kallichellamma
Drama,U/A 13+,2008,110,Kamangigalu
Drama,U/A 13+,1996,115,Kanchanam
Drama,U/A 13+,1988,130,Kandathum Kettadhum
Drama,U/A 13+,1998,155,Kanmadam
Drama,U/A 13+,1985,2,Kannaram Pothi Pothi
Drama,U/A 13+,1973,132,Kapalika
Drama,U/A 13+,1980,144,Karipuranda Jeevithangal
Drama,U/A 13+,2010,123,Karma
Drama,U/A 13+,1985,127,Karpoora Deepam
Drama,U/A 13+,2018,6,Karza Maaf
Drama,U/A 13+,2008,138,Karzzzz
Drama,U/A 13+,2018,13,Kasturi
Drama,U/A 13+,2002,161,Katha Nayakuralu
Drama,U/A 13+,1990,113,Kattukuthira
Drama,U/A 13+,2020,10,Khat
Drama,U/A 13+,2022,38,Khat Ka Anand
Drama,U/A 13+,2022,18,Khichdi
Drama,U/A 13+,2010,133,Kiccha Huccha
Drama,U/A 13+,2003,137,Kichha
Drama,U/A 13+,1997,139,Kilukil Pambaram
Drama,U/A 13+,1996,147,King Soloman
Drama,U/A 13+,2017,14,Kirdaar
Drama,U/A 13+,1989,126,Kireedam
Drama,U/A 13+,1991,144,Kizhakkunarum Pakshi
Drama,U/A 13+,1980,106,Klondike Fever
Drama,U/A 13+,1995,150,Kokkarakko
Drama,U/A 13+,2012,170,Kranthiveera Sangolli Rayanna
Drama,U/A 13+,2009,124,Krishna
Drama,U/A 13+,2008,110,Krishnarjuna
Drama,U/A 13+,1986,112,Kshamichu Ennoru Vakku
Drama,U/A 13+,1997,126,Kulam
Drama,U/A 13+,2009,139,Kunguma Poovum Konjum Puravum
Drama,U/A 13+,2008,138,Kusuma
Drama,U/A 13+,2022,35,Laali
Drama,U/A 13+,2011,112,Lakshmi Mahima
Drama,U/A 13+,1996,141,Lalanam
Drama,U/A 13+,2007,138,Lancha Samrajya
Drama,U/A 13+,2016,125,Last Bus
Drama,U/A 13+,2021,6,Late Night Taxi
Drama,U/A 13+,2016,14,L'attente
Drama,U/A 13+,2020,13,Level 13
Drama,U/A 13+,2020,14,Life 2.0
Drama,U/A 13+,2013,127,Loki
Drama,U/A 13+,2008,127,Lollipop
Drama,U/A 13+,2005,133,Lucky: No Time For Love
Drama,U/A 13+,2021,15,Lunch Stories | The Covid Story
Drama,U/A 13+,2021,19,Lunch Stories Chapter 2 | The 'Date' Story
Drama,U/A 13+,1982,117,Maa Inti Kodalu
Drama,U/A 13+,1981,134,Maa Manchi Peddayana
Drama,U/A 13+,1974,106,Maalika Paniyunnavar
Drama,U/A 13+,2009,118,Mad Love
Drama,U/A 13+,2006,151,Madana
Drama,U/A 13+,2005,132,Made in USA
Drama,U/A 13+,2000,146,Madhuranombarakkattu
Drama,U/A 13+,2003,102,Magaadu
Drama,U/A 13+,2022,129,Mahabahu
Drama,U/A 13+,2010,92,Mahanagar @ Kolkata
Drama,U/A 13+,2013,121,Maharaja Talkies
Drama,U/A 13+,2008,126,Maharishi
Drama,U/A 13+,1989,141,Mahayanam
Drama,U/A 13+,2021,5,Main bhi influencer
Drama,U/A 13+,2018,19,Main Kaun Hoon
Drama,U/A 13+,2021,11,Main Tumhara
Drama,U/A 13+,1986,126,Makutam
Drama,U/A 13+,2009,113,Malayali
Drama,U/A 13+,2009,104,Malegala
Drama,U/A 13+,2009,183,Mallannaa
Drama,U/A 13+,2004,140,Mampazhakkalam
Drama,U/A 13+,2014,150,Manam
Drama,U/A 13+,2016,131,Manamantha
Drama,U/A 13+,1997,136,Manasam
Drama,U/A 13+,1995,131,Manathe Kottaram
Drama,U/A 13+,1993,138,Manavaraali Pelli
Drama,U/A 13+,1964,172,Manchi Manishi
Drama,U/A 13+,1984,120,Manchi Manishi - Dada
Drama,U/A 13+,1984,156,Mangalam Nerunnu
Drama,U/A 13+,2014,156,Manikya
Drama,U/A 13+,1983,119,Maniyara
Drama,U/A 13+,2005,146,Manmadha
Drama,U/A 13+,2007,139,Manmatha
Drama,U/A 13+,2008,90,Manmatharu
Drama,U/A 13+,1998,142,Manthrikumaran
Drama,U/A 13+,2021,19,Manzilein
Drama,U/A 13+,2015,92,Mari
Drama,U/A 13+,2008,114,Marujanma
Drama,U/A 13+,2019,20,Masala Steps
Drama,U/A 13+,2009,135,Mata Ekvira Navsala Pavli
Drama,U/A 13+,1988,114,Mattoral
Drama,U/A 13+,1996,127,Mayooranruthram
Drama,U/A 13+,2008,70,Mayuri
Drama,U/A 13+,1983,162,Mazdoor
Drama,U/A 13+,2019,117,Meeku Maathrame Cheptha
Drama,U/A 13+,2008,93,Meghana
Drama,U/A 13+,2010,143,Meshtru
Drama,U/A 13+,2016,121,Miss Peregrine's Home for Peculiar Children
Drama,U/A 13+,2021,16,Mom
Drama,U/A 13+,2010,135,Mon Chai Tomay
Drama,U/A 13+,2009,151,Moner Bandhan
Drama,U/A 13+,2018,89,Monkey Baat
Drama,U/A 13+,1969,159,Mooladhanam
Drama,U/A 13+,2009,104,Mooru Manasu
Drama,U/A 13+,1995,133,Moratodu Namogudu
Drama,U/A 13+,2016,4,Move On
Drama,U/A 13+,2022,10,Mr & Mrs Charlie
Drama,U/A 13+,2000,126,Mr Butler
Drama,U/A 13+,1988,129,Mrithunjayam
Drama,U/A 13+,1978,135,Mudramothiram
Drama,U/A 13+,1985,148,Mugguru Mithrulu
Drama,U/A 13+,2022,19,Mukammal Jahan
Drama,U/A 13+,2014,134,Mukundan
Drama,U/A 13+,2008,137,Mulla
Drama,U/A 13+,2009,120,Mungarina Malebillu
Drama,U/A 13+,1981,135,Munnettam
Drama,U/A 13+,2008,150,Murne Class Manja BCom Bhagya
Drama,U/A 13+,2010,123,Naa Rani Nee Maharani
Drama,U/A 13+,2003,168,Naaku Nuvve Kavali
Drama,U/A 13+,2007,105,Naane Narasimha
Drama,U/A 13+,2010,116,Naavella Bharatheeyaru
Drama,U/A 13+,1982,142,Nagamadathu Thampuratti
Drama,U/A 13+,2007,130,Nagaram
